"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring 's-Hertogenbosch"
"Nummer";;"HSB18"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Asten";"Best";"Boekel";"Boxtel";"Deurne";"Eersel";"Eindhoven";"Helmond";"'s-Hertogenbosch";"Heusden";"Nuenen, Gerwen en Nederwetten";"Oirschot";"Oss";"Sint-Michielsgestel";"Someren";"Son en Breugel";"Valkenswaard";"Veldhoven";"Vught";"Waalre";"Gemert-Bakel";"Heeze-Leende";"Laarbeek";"Reusel-De Mierden";"Cranendonck";"Bernheze";"Bergeijk";"Bladel";"Geldrop-Mierlo";"Meierijstad";"Land van Cuijk";"Maashorst"
;;"8";"Uiterwijk, K.";"33";"2";"1";"2";"4";"0";"0";"1";"1";"2";"0";"1";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"2";"1";"3";"2";"1";"2"
;;"9";"Dijksterhuis, R.G.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
;;"10";"van den Berg, D.J.";"9";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"1"
;;"11";"Omlo, H.";"15";"0";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0"
;;"12";"Hesselink, S.W.J.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Nuijten, K.";"34";"0";"0";"0";"0";"0";"0";"6";"0";"1";"2";"0";"0";"5";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"3";"2";"6";"2"
;;"14";"Roos, S.M.";"10";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1"
;;"15";"Soltani, M.";"7";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0"
;;"16";"Baten, L.C.C.";"5";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kövi, J.J.H.M.";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Wilson, L.";"5";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"19";"van Vugt, T.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"20";"Wanders, A.M.J.M.";"8";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"21";"Lodders, I.A.G.";"17";"0";"0";"0";"0";"2";"0";"2";"0";"0";"2";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1"
;;"22";"Vos, L.L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Kauffmann, F.W.";"131";"4";"4";"0";"1";"2";"3";"16";"11";"0";"2";"2";"1";"1";"1";"4";"0";"9";"8";"2";"3";"2";"3";"5";"1";"17";"2";"6";"2";"7";"5";"1";"6"
;;"24";"de Rijke, W.M.";"5";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"25";"Hogendoorn, G.A.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"26";"Gordijn, C.";"16";"0";"0";"0";"1";"0";"0";"1";"1";"4";"0";"1";"0";"0";"0";"2";"0";"1";"0";"1";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0"
;;"27";"Bloemenkamp, J.H.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0"
;;"28";"Waitz, J.W.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Veenvliet, A.";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Koetje, J.M.";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"31";"Buijs, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Buijt, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Kersten, J.J.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"34";"de Groot, G.P.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Hieralal, K.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Blijlevens, R.P.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"37";"Pastors, M.G.T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Fortuijn, S.A.F.";"20";"0";"0";"0";"0";"1";"0";"2";"1";"3";"0";"0";"0";"3";"2";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0"
"12";"Staatkundig Gereformeerde Partij (SGP)";;;"1021";"4";"42";"7";"22";"19";"10";"245";"26";"113";"48";"13";"11";"49";"19";"13";"13";"16";"44";"21";"19";"11";"8";"11";"8";"12";"14";"15";"17";"38";"38";"72";"23"
;;"1";"Stoffer, C.";"857";"4";"33";"6";"16";"18";"9";"214";"20";"89";"42";"9";"10";"40";"16";"12";"10";"12";"35";"18";"15";"11";"7";"11";"6";"9";"14";"14";"13";"36";"32";"57";"19"
;;"2";"van Dijk, D.J.H.";"38";"0";"2";"0";"1";"0";"1";"5";"0";"10";"3";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"6";"1"
;;"3";"Flach, A.J.";"17";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0"
;;"4";"Middelkoop, P.N.";"22";"0";"3";"0";"1";"0";"0";"2";"3";"3";"1";"0";"0";"1";"0";"1";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0"
;;"5";"Vroegindeweij, W.J.";"3";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"van der Maas, A.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"7";"van der Wind, H.J.";"5";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1"
;;"8";"Both, D.D.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"9";"Kloosterman, J.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van Heijst, R.C.";"5";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"van der Wulp, A.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Polinder, H.J.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"13";"Slingerland, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"van Duijn, W.J.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Barth, L.G.I.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Lukasse, J.";"5";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0"
;;"17";"Tanis, J.P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Bosma, E.G.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0"
;;"19";"Schipaanboord, G.P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"20";"Veldman, J.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Hartog, J.";"5";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Koekoek, J.T.";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1"
;;"23";"de Knegt, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"van Leeuwen, G.R.";"3";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Bakker, T.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Kok, W.H.";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Westreenen, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Noordergraaf, P.T.";"6";"0";"0";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Boersma, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Talen, L.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van de Waerdt, C.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Bulten, H.G.";"4";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Versteeg, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Kisteman, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"van Bruchem, L.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"van den Dikkenberg, L.C.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Herweijer, H.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van Laar, G.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"39";"Scheppink, A.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Heteren, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van den Belt, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"van Iwaarden, D.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"van Tuijl, L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Proos, A.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"13";"DENK";;;"13850";"43";"302";"23";"314";"109";"34";"4387";"1672";"2082";"435";"71";"24";"1472";"49";"35";"32";"66";"133";"58";"23";"43";"40";"41";"15";"28";"87";"10";"31";"350";"817";"604";"420"
;;"1";"van Baarle, S.R.T.";"9593";"36";"209";"19";"235";"81";"29";"3047";"1072";"1497";"316";"61";"13";"982";"30";"24";"28";"55";"100";"51";"13";"33";"29";"30";"8";"22";"65";"7";"22";"266";"526";"405";"282"
;;"2";"Ergin, D.A.";"1244";"0";"25";"0";"15";"2";"0";"383";"96";"95";"32";"5";"0";"321";"1";"1";"0";"2";"5";"3";"1";"1";"0";"0";"2";"1";"8";"0";"1";"26";"62";"94";"62"
;;"3";"El Abassi, I.";"743";"1";"10";"0";"12";"9";"0";"255";"82";"216";"35";"1";"1";"15";"5";"2";"1";"2";"9";"1";"0";"0";"0";"1";"1";"4";"2";"0";"4";"16";"34";"17";"7"
;;"4";"Alrubey, A.";"303";"1";"1";"0";"9";"9";"3";"99";"30";"48";"6";"1";"1";"26";"5";"2";"0";"1";"6";"2";"2";"1";"3";"2";"0";"0";"3";"1";"1";"2";"10";"19";"9"
;;"5";"Gün, E.";"153";"0";"4";"0";"7";"0";"0";"46";"14";"28";"4";"0";"0";"11";"0";"0";"0";"0";"3";"0";"0";"1";"2";"0";"1";"0";"1";"0";"0";"1";"23";"4";"3"
;;"6";"Usta, Y.";"197";"0";"9";"0";"5";"0";"0";"35";"4";"5";"3";"0";"1";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"97";"10";"16"
;;"7";"Rijssel, N.E.";"58";"0";"2";"0";"2";"2";"0";"17";"4";"11";"0";"0";"0";"2";"1";"1";"1";"2";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"2";"0";"4";"0";"2"
;;"8";"Maroof, A.";"97";"3";"1";"0";"8";"0";"0";"42";"6";"13";"5";"0";"2";"4";"1";"0";"1";"0";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"3";"1"
;;"9";"Mac Intosch, G.J.";"15";"0";"0";"0";"0";"0";"0";"5";"2";"2";"1";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Safranti, M.";"55";"0";"4";"0";"0";"0";"0";"6";"9";"9";"8";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"6";"2";"4"
;;"11";"Bayrakci, Y.C.";"145";"0";"2";"0";"2";"1";"0";"72";"10";"17";"7";"0";"1";"13";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"2";"8";"4"
;;"12";"Ghazi, M.I.";"54";"0";"6";"1";"3";"1";"0";"22";"4";"4";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"4"
;;"13";"Özçelik, S.";"105";"0";"3";"0";"0";"2";"0";"33";"17";"9";"2";"0";"0";"13";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"5";"2";"9";"4"
;;"14";"Kaya, A.";"62";"0";"2";"0";"0";"0";"0";"21";"5";"11";"3";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"6";"1";"4"
;;"15";"Konuksever-Tekin, A.";"31";"0";"5";"0";"1";"0";"0";"8";"3";"4";"1";"0";"0";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0"
;;"16";"Fkihi, O.";"424";"2";"1";"2";"1";"2";"0";"114";"257";"12";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"2";"3";"0";"4";"0";"0";"1";"0";"0";"13";"4";"1";"2"
;;"17";"Çetinkaya, T.";"33";"0";"0";"0";"4";"0";"0";"6";"3";"5";"0";"0";"0";"12";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"18";"Şahin, E.";"21";"0";"1";"0";"0";"0";"0";"4";"4";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"3";"1";"2"
;;"19";"Kahramanoğlu, C.";"8";"0";"0";"0";"0";"0";"0";"5";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Kaplan, Ç.";"9";"0";"0";"0";"1";"0";"0";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"21";"Manhoef, E.E.";"19";"0";"0";"0";"0";"0";"0";"2";"1";"5";"0";"0";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0"
;;"22";"Tan, C.";"6";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
;;"23";"Kondu, F.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"24";"Şimşek, J.I.";"15";"0";"0";"0";"0";"0";"0";"3";"2";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0"
;;"25";"Ileri, F.";"30";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"12";"1";"0"
;;"26";"Buyatui, H.";"11";"0";"0";"0";"0";"0";"0";"2";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Burik, M.";"10";"0";"0";"0";"0";"0";"0";"1";"1";"4";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"28";"Muradin, N.";"15";"0";"0";"0";"0";"0";"0";"5";"0";"6";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"29";"Delener, I.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"14";"0";"0";"0";"0";"0";"0";"6";"2";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Ağirbaş, A.";"17";"0";"0";"0";"0";"0";"0";"8";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"3";"0"
;;"32";"Özcan, R.";"54";"0";"0";"0";"2";"0";"0";"14";"4";"18";"2";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0"
;;"33";"Tangali, M.J.";"14";"0";"5";"0";"0";"0";"0";"3";"2";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"34";"Othman, R.";"19";"0";"0";"1";"0";"0";"2";"4";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1"
;;"35";"Yildirim, A.";"23";"0";"5";"0";"0";"0";"0";"9";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0"
;;"36";"Akhatab, N.";"26";"0";"0";"0";"2";"0";"0";"10";"6";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"37";"Ben Touhami, M.";"25";"0";"0";"0";"0";"0";"0";"9";"2";"6";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"0"
;;"38";"Bal, M.I.";"34";"0";"2";"0";"0";"0";"0";"7";"4";"5";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"2"
;;"39";"Pancar, Ş.";"5";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
