"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Nijmegen"
"Nummer";;"HSB6"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Beuningen";"Buren";"Culemborg";"Druten";"Heumen";"Maasdriel";"Nijmegen";"Tiel";"Wijchen";"Zaltbommel";"West Maas en Waal";"Neder-Betuwe";"Berg en Dal";"West Betuwe"
;;"41";"Overeem, A.C.";"22";"1";"0";"0";"1";"0";"1";"15";"1";"0";"0";"0";"2";"1";"0"
;;"42";"Thiessens, F.B.M.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1"
;;"43";"Brouwer, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"5";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0"
;;"45";"Filippini, L.T.C.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"46";"Verweij, D.W.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"47";"Elens, R.B.";"6";"0";"1";"0";"0";"1";"0";"3";"0";"0";"0";"1";"0";"0";"0"
;;"48";"Rolloos, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Talsma, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"50";"Smolders, H.A.J.";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0"
"19";"Nieuw Sociaal Contract";;;"40647";"2424";"1993";"1949";"1816";"1489";"1947";"10414";"2758";"3858";"2010";"1747";"1356";"3042";"3844"
;;"1";"Omtzigt, P.H.";"36925";"2248";"1812";"1761";"1691";"1339";"1832";"9139";"2476";"3565";"1840";"1641";"1279";"2845";"3457"
;;"2";"van Vroonhoven-Kok, J.N.";"1579";"88";"71";"86";"61";"72";"53";"473";"105";"143";"88";"48";"37";"84";"170"
;;"3";"Uitermark, J.J.M.";"346";"18";"17";"13";"14";"7";"12";"126";"21";"33";"17";"7";"2";"20";"39"
;;"4";"Veldkamp, C.C.J.";"79";"2";"1";"6";"5";"4";"1";"23";"4";"5";"5";"5";"1";"7";"10"
;;"5";"Palmen-Schlangen, S.T.P.H.";"334";"16";"37";"20";"10";"15";"9";"90";"27";"35";"10";"10";"10";"12";"33"
;;"6";"van Hijum, Y.J.";"33";"2";"2";"1";"1";"0";"1";"12";"3";"1";"2";"2";"0";"1";"5"
;;"7";"Soepboer, A.J.";"109";"4";"3";"2";"5";"8";"2";"54";"5";"3";"0";"4";"3";"8";"8"
;;"8";"Joseph, A.S.";"74";"3";"1";"7";"0";"6";"1";"25";"3";"1";"5";"1";"1";"6";"14"
;;"9";"Six Dijkstra, J.P.S.";"60";"2";"5";"2";"0";"0";"3";"27";"7";"2";"1";"3";"0";"3";"5"
;;"10";"Welzijn, R.M.";"80";"1";"6";"3";"0";"2";"2";"39";"6";"5";"3";"0";"1";"7";"5"
;;"11";"Postma, W.L.";"18";"3";"1";"2";"0";"1";"0";"11";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Zeedijk-Raeven, F.A.";"108";"4";"2";"2";"2";"4";"7";"52";"3";"16";"6";"1";"0";"7";"2"
;;"13";"Idsinga, F.L.";"9";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"2";"1"
;;"14";"Jansen, D.E.M.C.";"38";"1";"1";"2";"0";"1";"2";"19";"1";"3";"2";"1";"2";"2";"1"
;;"15";"van Oostenbruggen, T.";"16";"0";"0";"3";"2";"0";"1";"3";"1";"0";"0";"2";"0";"0";"4"
;;"16";"Kahraman, I.";"36";"2";"0";"0";"4";"0";"2";"15";"1";"1";"1";"0";"0";"1";"9"
;;"17";"Hertzberger, R.Y.";"129";"3";"8";"7";"0";"8";"2";"57";"4";"10";"9";"2";"1";"7";"11"
;;"18";"Bruyning, F.H.";"25";"3";"0";"2";"1";"1";"0";"10";"3";"1";"1";"0";"0";"1";"2"
;;"19";"van Dijk, O.C.";"12";"0";"0";"0";"1";"0";"0";"3";"2";"0";"0";"1";"0";"4";"1"
;;"20";"Holman, H.";"10";"0";"0";"0";"0";"0";"1";"3";"0";"1";"0";"0";"2";"0";"3"
;;"21";"Boomsma, D.T.";"17";"0";"0";"2";"0";"2";"0";"7";"1";"2";"2";"0";"0";"1";"0"
;;"22";"Heite, A.";"63";"2";"1";"2";"3";"1";"2";"33";"4";"2";"2";"3";"2";"1";"5"
;;"23";"Saris, I.G.";"126";"2";"3";"4";"6";"4";"2";"70";"2";"8";"2";"3";"5";"7";"8"
;;"24";"Wingelaar, N.T.P.";"27";"5";"0";"0";"1";"0";"0";"9";"1";"2";"3";"0";"2";"1";"3"
;;"25";"Koops, W.J.";"6";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"2"
;;"26";"Achahbar, N.";"46";"1";"0";"7";"0";"2";"0";"25";"4";"1";"2";"0";"0";"3";"1"
;;"27";"van Waveren, A.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2"
;;"28";"de Korte-Verhoef, M.C.";"26";"1";"0";"1";"1";"1";"0";"11";"6";"2";"0";"0";"0";"1";"2"
;;"29";"Boelhouwer, N.P.";"16";"1";"0";"0";"0";"1";"0";"10";"2";"0";"1";"0";"0";"1";"0"
;;"30";"Schouten, M.A.C.";"11";"0";"2";"1";"0";"2";"0";"4";"1";"0";"1";"0";"0";"0";"0"
;;"31";"Kouwenhoven, A.J.";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Verouden, V.C.H.M.";"6";"0";"0";"0";"0";"0";"4";"1";"0";"1";"0";"0";"0";"0";"0"
;;"33";"Heine, J.A.H.";"7";"1";"0";"0";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"2"
;;"34";"Pouwelse, S.F.W.";"6";"0";"0";"0";"0";"1";"0";"3";"0";"1";"0";"0";"0";"0";"1"
;;"35";"de Leeuw-Jongejans, M.M.";"24";"1";"1";"1";"0";"0";"4";"7";"0";"1";"0";"2";"1";"4";"2"
;;"36";"Hartog, I.C.";"17";"2";"0";"1";"0";"1";"1";"6";"1";"1";"0";"1";"0";"0";"3"
;;"37";"van Bruchem, R.H.J.";"142";"4";"18";"7";"7";"2";"1";"7";"57";"4";"3";"6";"6";"0";"20"
;;"38";"van de Ven, M.A.A.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"39";"de Neijs, E.D.E.";"24";"0";"0";"1";"0";"0";"1";"10";"1";"2";"1";"1";"0";"3";"4"
;;"40";"Hassoo, W.";"17";"1";"0";"1";"0";"0";"0";"9";"2";"0";"1";"0";"0";"2";"1"
;;"41";"Graafland-van Duijn, M.A.";"21";"1";"0";"0";"1";"2";"0";"5";"1";"4";"0";"0";"0";"1";"6"
;;"42";"den Hartogh, A.";"6";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"1"
;;"43";"Wessels, R.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Geleijnse, S.";"9";"0";"0";"1";"0";"0";"0";"4";"2";"0";"0";"0";"1";"0";"1"
"20";"Splinter";;;"350";"15";"14";"27";"15";"11";"15";"132";"24";"21";"14";"11";"5";"21";"25"
;;"1";"van Kooten-Arissen, F.M.";"273";"12";"12";"23";"13";"9";"15";"92";"17";"19";"10";"11";"5";"16";"19"
;;"2";"Ipenburg, N.";"21";"0";"0";"1";"0";"1";"0";"8";"6";"0";"2";"0";"0";"1";"2"
;;"3";"Bogers, T.J.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"4";"Vos, J.";"4";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1"
;;"5";"Jansma, D.M.";"6";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"2";"0"
;;"6";"Mu'ayyed Mir-Damádi, N.";"6";"0";"0";"0";"1";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Rasenberg, N.E.";"6";"0";"1";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0"
;;"8";"Janssen, P.G.";"8";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"1"
;;"9";"van der Weide, Y.";"5";"1";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0"
;;"10";"Wehnes, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"de Backer, R.E.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"12";"Hoedeman, A.D.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Rechards, B.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Weyers, J.A.W.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"van Dam, G.A.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Abrahams, J.M.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kuin, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Gerritsen, M.C.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Leijendekkers, L.S.";"3";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"20";"de Ruiter, T.K.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"21";"Pijnenburg, G.A.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"22";"Schot, M.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Ezendam, N.";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Peeters, L.M.";"3";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0"
;;"25";"de Groot, D.S.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"26";"van den Heuvel-Łuczycki, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Bruijstens, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Keizer, M.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Gol, T.M.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"de Koning, T.";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Keyser, I.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"21";"LP (Libertaire Partij)";;;"145";"6";"8";"16";"7";"3";"4";"54";"14";"6";"9";"7";"0";"4";"7"
;;"1";"van Lamoen, T.J.";"108";"4";"4";"13";"5";"3";"3";"40";"11";"2";"7";"7";"0";"3";"6"
;;"2";"Burggraaf, B.W.";"3";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"3";"Verhagen, P.H.";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"4";"Zijlstra, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Meijer, T.D.J.";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Huijs, T.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"Pailer, S.";"10";"0";"1";"2";"1";"0";"0";"3";"0";"0";"2";"0";"0";"0";"1"
;;"8";"Loman, W.P.J.A.";"4";"0";"1";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0"
;;"9";"van den Brink, G.D.";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"10";"Backhuijs, W.Q.";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Koopmans, S.F.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Wassenaar, K.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Noortman, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Visser, P.R.";"3";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Mens, R.W.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0"
;;"16";"Brokke, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Kleinsmit, H.T.J.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0"
;;"18";"Hartkamp, P.L.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vermeulen, E.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"22";"LEF - Voor de Nieuwe Generatie";;;"162";"3";"3";"9";"3";"3";"3";"83";"11";"6";"13";"2";"2";"9";"12"
;;"1";"van Duijn, D.C.";"73";"3";"0";"5";"2";"2";"1";"40";"4";"4";"6";"1";"1";"2";"2"
;;"2";"Zantman, N.M.";"47";"0";"3";"3";"0";"0";"2";"22";"4";"0";"3";"1";"1";"4";"4"
;;"3";"Neijts, Z.V.";"9";"0";"0";"0";"0";"0";"0";"6";"0";"1";"1";"0";"0";"0";"1"
;;"4";"Wijnker, M.I.";"9";"0";"0";"0";"0";"0";"0";"5";"1";"0";"1";"0";"0";"1";"1"
;;"5";"Bloem, J.F.";"4";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1"
;;"6";"van Westerlaak, R.M.G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"van Diest, Y.A.";"3";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Kherrazi, W.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1"
;;"9";"Pont, I.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Torres Noordenbos, D.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Gunning, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Berends, M.C.";"2";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Pickkers, L.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"14";"Sjiem-Fat, S.D.";"4";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0"
;;"15";"Hulst, P.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bijl, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Twaalfhoven, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"18";"Melis, E.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"van Die, B.L.Y.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1"
;;"20";"van Rooij, M.H.M.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"23";"Samen voor Nederland";;;"134";"5";"8";"10";"6";"3";"6";"37";"12";"13";"5";"2";"4";"10";"13"
;;"1";"Reijinga, M.";"69";"5";"3";"4";"2";"2";"3";"15";"4";"7";"3";"2";"4";"7";"8"
;;"2";"You-ala, S.";"17";"0";"1";"2";"1";"1";"2";"8";"1";"0";"0";"0";"0";"1";"0"
;;"3";"ten Seldam, W.";"3";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"4";"Olde Kalter, D.H.";"5";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1"
;;"5";"Verspeek, M.R.";"3";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"6";"Huzen, J.";"6";"0";"1";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"1"
;;"7";"Buijs, L.J.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"8";"Vaneker, N.C.";"10";"0";"2";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"2"
;;"9";"Kuiper, T.R.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Berndsen, V.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Bosman, M.";"2";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"12";"van den Berg, D.";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Dekker, C.J.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Seijffert-Wubbels, J.M.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Korving, R.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Wagt, B.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0"
;;"17";"van der Pluijm, D.L.L.";"3";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0"
;;"18";"Verspeek, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"19";"Ebbers, M.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Timmer, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Ijben, M.W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bink, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Roebersen, F.J.";"2";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Ottenhoff, R.S.A.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"25";"Honders, A.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Huijing, A.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Heesterman, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Zwijnenburg, E.J.";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"24";"Nederland met een PLAN";;;"158";"7";"2";"15";"4";"4";"5";"68";"17";"10";"6";"2";"1";"8";"9"
;;"1";"Chan, K.K.";"89";"5";"2";"7";"2";"4";"2";"39";"7";"7";"1";"1";"0";"6";"6"
;;"2";"Hogeweg, M.Y.";"22";"1";"0";"6";"2";"0";"0";"9";"2";"1";"0";"0";"0";"0";"1"
;;"3";"Groeneveld, R.M.";"4";"0";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0"
;;"4";"Bouwman, A.K.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
;;"5";"Lutgens, S.I.";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1"
;;"6";"Bakker, R.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"7";"Dong, L.";"15";"0";"0";"0";"0";"0";"0";"9";"3";"1";"1";"0";"0";"1";"0"
;;"8";"Riley, M.L.H.";"3";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
;;"9";"Chan, S.S.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Cai, Y.";"10";"0";"0";"0";"0";"0";"1";"5";"0";"0";"3";"0";"0";"1";"0"
;;"11";"Bosch, D.M.I.T.M.G.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"12";"Fan, W.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Adolfse, V.W.M.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Cao, X.";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"15";"Lee, C.Y.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Aabidi, M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"17";"Chang, M.J.P.L.";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"25";"PartijvdSport";;;"178";"3";"4";"16";"5";"7";"6";"69";"12";"19";"10";"7";"2";"7";"11"
;;"1";"van Duivenboden, A.M.C.J.";"128";"2";"3";"12";"3";"6";"5";"50";"8";"13";"9";"7";"0";"5";"5"
;;"2";"van der Smissen, A.J.P.W.A.";"6";"0";"0";"0";"0";"1";"0";"4";"0";"0";"1";"0";"0";"0";"0"
;;"3";"van Brussel, D.";"4";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"4";"Liefers, G.J.";"12";"0";"0";"3";"0";"0";"0";"6";"0";"1";"0";"0";"0";"0";"2"
;;"5";"Ladeur, W.H.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"Bijl, M.L.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"7";"Stols-Gonçalves, D.";"5";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0"
;;"8";"Kempenaar, H.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"Devilee, E.M.";"3";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0"
;;"10";"Maaskant, R.P.";"17";"0";"0";"0";"0";"0";"0";"6";"2";"5";"0";"0";"1";"1";"2"
