"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Utrecht"
"Nummer";;"HSB8"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Amersfoort";"Baarn";"De Bilt";"Bunnik";"Bunschoten";"Eemnes";"Houten";"Leusden";"Lopik";"Montfoort";"Renswoude";"Rhenen";"Soest";"Utrecht";"Veenendaal";"Woudenberg";"Wijk bij Duurstede";"IJsselstein";"Zeist";"Nieuwegein";"Oudewater";"Woerden";"De Ronde Venen";"Utrechtse Heuvelrug";"Stichtse Vecht";"Vijfheerenlanden"
;;"43";"Khan, S.Y.";"26";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"1";"0";"0";"0";"0";"3";"0";"3";"1";"0";"1";"0"
;;"44";"Sungur, M.";"1150";"24";"0";"1";"0";"1";"0";"7";"0";"0";"0";"0";"1";"4";"1052";"2";"0";"0";"6";"9";"26";"0";"1";"1";"3";"6";"6"
;;"45";"Koyuncu, S.";"31";"7";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"14";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"6"
;;"46";"Achbar, F.";"65";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"24";"5";"0";"0";"2";"3";"4";"0";"1";"0";"4";"5";"5"
"14";"50PLUS";;;"3362";"453";"141";"90";"41";"15";"34";"127";"98";"39";"37";"4";"16";"128";"473";"168";"34";"73";"122";"131";"252";"32";"169";"182";"112";"215";"176"
;;"1";"van Hooft, G.O.P.C.";"1957";"265";"49";"44";"27";"8";"18";"75";"61";"29";"21";"2";"12";"70";"276";"110";"20";"44";"70";"89";"147";"26";"101";"105";"69";"108";"111"
;;"2";"van Rooij, M.G.J.H.";"121";"23";"1";"8";"1";"1";"3";"3";"5";"0";"0";"0";"0";"3";"10";"4";"2";"1";"4";"2";"14";"0";"7";"10";"3";"6";"10"
;;"3";"Brouwers, J.F.X.M.";"59";"7";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"1";"14";"4";"0";"2";"1";"1";"3";"0";"4";"6";"3";"6";"2"
;;"4";"Hoek, W.M.M.";"672";"77";"15";"24";"10";"3";"8";"29";"21";"6";"9";"0";"2";"24";"89";"30";"10";"17";"19";"18";"50";"4";"37";"49";"20";"72";"29"
;;"5";"van Acquoij, R.H.";"23";"1";"0";"0";"1";"0";"0";"6";"2";"0";"0";"0";"0";"1";"1";"0";"1";"0";"7";"0";"0";"0";"0";"0";"0";"0";"3"
;;"6";"Hernández Martínez, A.";"107";"25";"1";"1";"1";"1";"0";"2";"3";"0";"1";"1";"0";"2";"18";"4";"0";"3";"3";"2";"11";"2";"3";"2";"5";"12";"4"
;;"7";"Fonhof, G.J.";"10";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"12";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"2";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1"
;;"9";"van Orsouw, J.H.T.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"1"
;;"10";"Faassen, A.G.";"18";"3";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"1";"3";"0";"0";"1";"0";"1";"0";"0";"2";"0";"1";"3"
;;"11";"Hessing, J.C.";"14";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"1";"1";"1";"0";"0";"2";"0";"1";"0"
;;"12";"Jablonski, J.";"7";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"1";"1";"0"
;;"13";"Bongers, J.W.M.";"10";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0"
;;"14";"Franse, A.H.";"10";"3";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1"
;;"15";"van Loon, J.C.A.";"153";"24";"73";"6";"0";"2";"4";"2";"1";"0";"0";"0";"0";"22";"3";"4";"1";"0";"0";"5";"1";"0";"1";"0";"3";"0";"1"
;;"16";"de Kruif, F.N.J.";"11";"3";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"2";"0";"0"
;;"17";"van Es, J.W.";"18";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"1";"0";"1";"0";"0";"2";"0";"0";"4";"0";"0";"1"
;;"18";"Biever, R.M.";"98";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"38";"2";"0";"0";"12";"5";"12";"0";"10";"0";"2";"5";"6"
;;"19";"Hamersma, K.";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"20";"Hornis, M.P.";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"8";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Voets, J.J.M.";"5";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
;;"24";"Hendriks, J.";"28";"4";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"3";"0";"0";"3";"1";"1";"1";"0";"3";"1";"2";"2";"2"
"15";"BBB";;;"24167";"2092";"414";"564";"468";"717";"339";"863";"904";"871";"590";"455";"448";"777";"2034";"1138";"488";"814";"563";"619";"870";"564";"1552";"1607";"1077";"1553";"1786"
;;"1";"van der Plas, C.A.M.";"19245";"1663";"333";"453";"335";"576";"276";"678";"732";"720";"472";"359";"363";"619";"1499";"919";"383";"674";"447";"490";"694";"475";"1265";"1250";"866";"1176";"1528"
;;"2";"Keijzer, M.C.G.";"2463";"209";"38";"66";"34";"102";"30";"76";"95";"79";"51";"60";"55";"100";"246";"127";"64";"58";"48";"63";"110";"48";"127";"174";"104";"164";"135"
;;"3";"Tuinman, G.P.";"367";"52";"6";"6";"5";"5";"7";"9";"10";"11";"7";"1";"10";"17";"45";"23";"5";"17";"3";"12";"6";"5";"21";"13";"27";"22";"22"
;;"4";"Vermeer, H.";"100";"16";"0";"3";"0";"7";"0";"2";"3";"4";"0";"6";"0";"1";"9";"8";"5";"3";"6";"3";"2";"1";"5";"1";"3";"2";"10"
;;"5";"Helder, L.M.J.S.";"129";"15";"5";"1";"2";"6";"2";"6";"3";"5";"3";"1";"1";"3";"15";"6";"3";"2";"3";"3";"8";"1";"10";"8";"6";"5";"6"
;;"6";"Pierik, C.R.";"67";"6";"0";"2";"0";"3";"2";"0";"1";"4";"4";"0";"2";"1";"5";"4";"2";"0";"2";"3";"0";"0";"1";"3";"2";"10";"10"
;;"7";"van Zanten, C.R.";"103";"17";"0";"2";"0";"4";"1";"2";"1";"1";"2";"2";"2";"0";"12";"6";"2";"0";"2";"4";"5";"4";"7";"15";"2";"7";"3"
;;"8";"Rummenie, J.F.";"11";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1"
;;"9";"Pouw-Verweij, N.J.F.";"399";"19";"3";"11";"4";"7";"6";"15";"4";"10";"3";"3";"3";"5";"74";"11";"7";"5";"30";"12";"10";"1";"28";"28";"14";"68";"18"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"41";"7";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"3";"8";"1";"1";"0";"1";"2";"3";"0";"2";"3";"0";"1";"3"
;;"11";"Wijen-Nass, M.J.M.H.";"40";"7";"1";"0";"1";"1";"3";"4";"0";"2";"0";"0";"0";"1";"6";"0";"0";"2";"1";"4";"0";"1";"1";"0";"3";"2";"0"
;;"12";"Oostenbrink, M.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"1";"0";"0";"2";"2";"0"
;;"13";"Rekers, J.D.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0"
;;"14";"Hendriks, A.J.";"37";"1";"0";"0";"0";"0";"1";"2";"1";"1";"0";"0";"0";"1";"1";"2";"0";"0";"0";"1";"3";"0";"1";"21";"1";"0";"0"
;;"15";"Govaert, C.A.H.M.";"19";"4";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"5";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"1"
;;"16";"van Vliet, L.R.";"10";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3"
;;"17";"Hemmen, H.M.";"14";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"2";"0";"0";"0";"1";"0";"2";"0";"1";"1";"0";"0";"1"
;;"18";"van Vuuren, C.H.";"178";"15";"26";"2";"0";"1";"5";"6";"5";"13";"31";"3";"0";"13";"12";"1";"0";"1";"4";"3";"2";"9";"15";"1";"3";"4";"3"
;;"19";"van der Meer, S.";"34";"3";"0";"2";"0";"0";"0";"2";"3";"1";"1";"0";"0";"0";"3";"2";"1";"0";"1";"0";"1";"2";"2";"1";"1";"1";"7"
;;"20";"Stoop, C.J.";"15";"2";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"4";"0";"2";"0"
;;"21";"van Veen, A.";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0"
;;"22";"van Lissum, J.T.M.";"10";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"2";"1";"0";"0"
;;"23";"Stegink, T.W.";"15";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"2";"0";"3";"2";"0";"0";"0";"1"
;;"24";"Huiskamp, F.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"25";"Eppink, D.J.";"20";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"5";"2";"0";"0";"1";"1";"0";"2";"0";"2";"0";"1";"0"
;;"26";"Hankers, H.F.";"45";"4";"0";"2";"0";"0";"1";"0";"3";"1";"0";"13";"3";"1";"3";"6";"4";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0"
;;"27";"Berghout, N.C.G.";"87";"2";"0";"1";"1";"0";"1";"35";"0";"5";"1";"0";"2";"1";"4";"0";"0";"7";"4";"1";"3";"0";"3";"0";"3";"2";"11"
;;"28";"Roubos, G.L.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"29";"Evers, G.J.A.";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"30";"Sijbolts, M.A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"31";"Poppe, W.P.";"7";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0"
;;"32";"Swaag, J.H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"33";"Waalkens, D.E.";"11";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1"
;;"34";"de Ridder, R.J.G.";"37";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"10";"15";"0";"3";"2"
;;"35";"Jaspers, W.C.P.H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"36";"Floors, G.W.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"37";"Luitwieler-Bosma, J.M.";"7";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0"
;;"38";"Rood, I.";"12";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"2";"3"
;;"39";"van Noort, M.";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0"
;;"40";"Cromwijk, J.";"207";"3";"0";"3";"0";"0";"0";"2";"1";"5";"7";"3";"0";"1";"7";"3";"2";"2";"0";"0";"2";"6";"38";"49";"6";"64";"3"
;;"41";"van Wijk, J.W.";"187";"1";"1";"1";"80";"1";"0";"16";"1";"1";"0";"1";"2";"2";"8";"2";"1";"35";"0";"5";"3";"1";"0";"1";"17";"4";"3"
;;"42";"Bos-Zandstra, K.J.";"8";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"1";"0";"0";"0";"1"
;;"43";"Egelmeers, P.C.J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"44";"Baltus, A.W.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"7";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"2";"0";"0";"0"
;;"46";"Schoone, L.";"9";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"2";"0";"1"
;;"47";"Spätgens, J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"48";"Zeedzen, D.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Smink, H.A.";"75";"21";"0";"1";"0";"0";"0";"0";"30";"0";"0";"0";"0";"2";"3";"4";"5";"0";"0";"1";"0";"0";"1";"2";"3";"0";"2"
;;"50";"Karaya, S.S.M.M.P.P.P.";"95";"8";"0";"2";"3";"0";"1";"1";"1";"0";"1";"0";"2";"1";"43";"2";"0";"0";"1";"5";"8";"1";"2";"2";"3";"4";"4"
"16";"BIJ1";;;"4173";"441";"29";"58";"22";"9";"10";"90";"34";"9";"9";"0";"20";"72";"2487";"72";"10";"26";"52";"155";"176";"9";"85";"65";"61";"102";"70"
;;"1";"Olf, E.M.";"1308";"147";"7";"16";"7";"5";"3";"35";"11";"4";"3";"0";"5";"31";"705";"23";"3";"8";"24";"50";"71";"3";"37";"31";"23";"33";"23"
;;"2";"Mc Cray, L.";"1093";"125";"9";"16";"7";"0";"3";"20";"11";"2";"4";"0";"5";"13";"687";"17";"2";"3";"8";"46";"31";"2";"19";"8";"11";"22";"22"
;;"3";"Salmi, L.";"361";"43";"7";"5";"0";"3";"0";"9";"4";"0";"1";"0";"3";"3";"211";"12";"0";"0";"6";"11";"15";"1";"4";"4";"6";"10";"3"
;;"4";"Courtar, G.O.";"154";"11";"0";"1";"0";"0";"0";"8";"1";"1";"0";"0";"1";"4";"95";"1";"0";"3";"4";"5";"6";"0";"4";"1";"5";"1";"2"
;;"5";"de Miranda, E.N.";"114";"10";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"67";"6";"0";"0";"1";"4";"9";"0";"1";"1";"3";"3";"2"
;;"6";"Berend, C.E.W.R.";"380";"32";"1";"5";"1";"0";"3";"2";"3";"0";"0";"0";"3";"4";"255";"3";"0";"3";"1";"13";"13";"3";"7";"4";"2";"11";"11"
;;"7";"Luhrs, Y.";"88";"7";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"2";"1";"56";"1";"1";"1";"1";"2";"2";"0";"1";"1";"1";"6";"1"
;;"8";"Gal, Y.";"33";"3";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"20";"1";"0";"0";"0";"1";"3";"0";"0";"2";"0";"0";"0"
;;"9";"ten Caat, J.";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Zandee, J.I.N.";"79";"10";"0";"3";"0";"0";"0";"3";"0";"0";"0";"0";"0";"2";"49";"2";"0";"0";"0";"2";"3";"0";"1";"1";"3";"0";"0"
;;"11";"Bakker, D.L.";"16";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"7";"0";"0";"1";"0";"0";"0";"0";"0";"1";"2";"1";"0"
;;"12";"Wienen, R.D.";"131";"9";"1";"3";"1";"0";"0";"3";"0";"0";"0";"0";"0";"2";"91";"1";"3";"0";"0";"6";"6";"0";"0";"1";"2";"2";"0"
;;"13";"Bijleveld, D.";"145";"14";"0";"2";"2";"0";"1";"2";"0";"0";"0";"0";"0";"4";"88";"0";"0";"2";"2";"6";"7";"0";"7";"1";"0";"7";"0"
;;"14";"Vrede, R.I.";"101";"8";"3";"0";"1";"1";"0";"0";"3";"0";"0";"0";"0";"3";"58";"1";"0";"1";"1";"3";"6";"0";"1";"5";"2";"2";"2"
;;"15";"Timmer, R.S.Y.";"159";"20";"1";"4";"1";"0";"0";"2";"0";"0";"0";"0";"1";"2";"89";"4";"1";"4";"4";"6";"4";"0";"3";"4";"1";"4";"4"
"17";"Piratenpartij - De Groenen";;;"706";"90";"13";"20";"4";"7";"0";"16";"26";"5";"4";"2";"12";"19";"251";"15";"8";"7";"8";"39";"50";"2";"27";"21";"18";"22";"20"
;;"1";"van Treuren, M.A.";"360";"46";"7";"12";"2";"5";"0";"7";"15";"4";"3";"1";"6";"6";"113";"6";"6";"5";"4";"20";"30";"1";"19";"13";"7";"14";"8"
;;"2";"Sadloe, S.";"130";"14";"1";"2";"0";"0";"0";"5";"5";"1";"1";"0";"2";"6";"59";"4";"1";"1";"1";"4";"5";"0";"2";"6";"2";"1";"7"
;;"3";"van Zwoll, R.M.E.";"29";"6";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"12";"1";"0";"0";"1";"2";"0";"1";"0";"0";"1";"0";"0"
;;"4";"Pontier, M.A.";"21";"6";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"8";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"5";"Brandsma, W.A.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"45";"6";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"23";"0";"0";"0";"1";"0";"5";"0";"0";"0";"2";"2";"0"
;;"7";"Zimmerman, H.K.";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0"
;;"8";"van Rijn, M.P.";"14";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"5";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"2";"0"
;;"9";"Berendsen, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"11";"Pot, A.A.M.";"11";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"5";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1"
;;"12";"Werner, D.R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1"
;;"14";"Russchenberg, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0"
;;"18";"Darvish-Zadeh, P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"11";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2"
;;"20";"Werner-Wafelman, L.S.";"9";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Plesa, B.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"23";"Bethlehem, C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Doting, R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"9";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"2";"0";"0"
;;"32";"baron van Till, J.W.J.";"11";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0"
;;"33";"van Breemen, W.";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"12";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0"
"18";"BVNL / Groep Van Haga";;;"3361";"481";"83";"83";"33";"57";"55";"131";"95";"63";"49";"8";"50";"124";"505";"172";"23";"85";"94";"124";"162";"44";"154";"172";"150";"194";"170"
;;"1";"van Haga, W.R.";"2333";"324";"61";"52";"27";"40";"28";"99";"71";"44";"34";"4";"39";"91";"339";"131";"14";"62";"71";"80";"116";"32";"109";"109";"93";"136";"127"
;;"2";"Krol, H.C.M.";"110";"16";"4";"1";"1";"5";"0";"0";"3";"0";"2";"0";"2";"2";"13";"7";"1";"1";"6";"5";"5";"0";"2";"11";"8";"5";"10"
;;"3";"van Keimpema, J.S.";"299";"21";"7";"1";"4";"5";"19";"11";"8";"9";"5";"4";"6";"9";"40";"15";"2";"7";"5";"5";"16";"7";"19";"23";"17";"23";"11"
;;"4";"Dercksen, R.G.J.";"30";"2";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"1";"11";"0";"0";"1";"3";"3";"0";"0"
;;"5";"Koopmans - van der Veen, W.J.";"57";"9";"1";"3";"0";"1";"0";"1";"2";"0";"3";"0";"0";"3";"8";"4";"1";"1";"0";"2";"1";"3";"0";"2";"5";"4";"3"
