"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Arnhem"
"Nummer";;"HSB7"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Aalten";"Apeldoorn";"Arnhem";"Barneveld";"Brummen";"Doesburg";"Doetinchem";"Duiven";"Ede";"Elburg";"Epe";"Ermelo";"Harderwijk";"Hattem";"Heerde";"Lochem";"Nijkerk";"Oldebroek";"Putten";"Renkum";"Rheden";"Rozendaal";"Scherpenzeel";"Voorst";"Wageningen";"Westervoort";"Winterswijk";"Zevenaar";"Zutphen";"Nunspeet";"Oude IJsselstreek";"Oost Gelre";"Lingewaard";"Overbetuwe";"Berkelland";"Bronckhorst";"Montferland"
;;"11";"van der Wulp, A.D.";"25";"1";"2";"0";"5";"0";"0";"0";"0";"7";"5";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Polinder, H.J.";"313";"0";"7";"0";"7";"0";"0";"0";"0";"20";"50";"3";"14";"14";"1";"4";"1";"7";"41";"22";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"119";"0";"0";"0";"0";"0";"0";"1"
;;"13";"Slingerland, M.";"31";"0";"1";"1";"4";"0";"0";"0";"0";"9";"0";"0";"2";"1";"1";"1";"0";"3";"1";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0"
;;"14";"van Duijn, W.J.";"13";"1";"0";"0";"0";"0";"0";"0";"0";"7";"1";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Barth, L.G.I.";"8";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Lukasse, J.";"14";"0";"0";"1";"3";"0";"0";"0";"0";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Tanis, J.P.";"9";"0";"0";"0";"1";"0";"0";"0";"0";"3";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Bosma, E.G.";"79";"0";"7";"1";"26";"0";"0";"0";"0";"21";"1";"1";"0";"2";"0";"0";"0";"8";"0";"3";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0"
;;"19";"Schipaanboord, G.P.";"24";"0";"3";"1";"3";"0";"0";"0";"0";"7";"0";"1";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Veldman, J.D.";"11";"0";"0";"1";"0";"0";"0";"1";"0";"0";"3";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"21";"Hartog, J.";"39";"0";"9";"0";"3";"0";"0";"0";"0";"4";"0";"0";"2";"2";"0";"0";"0";"13";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Koekoek, J.T.";"48";"0";"1";"0";"7";"0";"2";"4";"0";"7";"3";"0";"1";"3";"1";"1";"0";"3";"3";"3";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"2";"0";"0";"0"
;;"23";"de Knegt, L.";"307";"0";"1";"1";"201";"0";"0";"1";"0";"59";"0";"0";"5";"1";"0";"0";"0";"16";"0";"10";"1";"0";"0";"4";"0";"2";"0";"0";"2";"0";"1";"0";"0";"2";"0";"0";"0";"0"
;;"24";"van Leeuwen, G.R.";"45";"0";"7";"0";"11";"0";"0";"0";"0";"11";"0";"0";"1";"0";"0";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"8";"0";"0";"0"
;;"25";"Bakker, T.";"9";"0";"1";"0";"2";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Kok, W.H.";"9";"0";"3";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Westreenen, S.";"74";"0";"1";"0";"16";"0";"0";"1";"0";"27";"1";"2";"3";"1";"0";"1";"0";"3";"7";"5";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0"
;;"28";"Noordergraaf, P.T.";"5";"0";"1";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Boersma, A.";"13";"0";"1";"0";"4";"0";"0";"0";"0";"3";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Talen, L.";"21";"0";"2";"1";"3";"0";"0";"0";"0";"2";"5";"1";"3";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van de Waerdt, C.J.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Bulten, H.G.";"81";"4";"2";"1";"0";"0";"0";"42";"1";"3";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"4";"0";"0";"0";"5";"2";"1";"0";"1";"7";"1"
;;"33";"Versteeg, A.";"378";"0";"5";"2";"38";"0";"0";"0";"0";"316";"0";"0";"1";"0";"0";"2";"0";"10";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0"
;;"34";"Kisteman, L.";"43";"0";"1";"0";"0";"0";"0";"2";"0";"38";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"35";"van Bruchem, L.";"6";"0";"2";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"van den Dikkenberg, L.C.";"15";"0";"0";"0";"3";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"37";"Herweijer, H.";"17";"0";"3";"0";"2";"0";"0";"0";"0";"4";"0";"2";"1";"0";"0";"1";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van Laar, G.J.";"34";"0";"1";"0";"10";"0";"0";"0";"0";"13";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"39";"Scheppink, A.J.";"8";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0"
;;"40";"van Heteren, R.";"4";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van den Belt, B.";"16";"0";"2";"0";"3";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0"
;;"42";"van Iwaarden, D.";"7";"0";"3";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"van Tuijl, L.O.";"8";"0";"1";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"44";"Proos, A.J.";"43";"0";"4";"2";"6";"0";"0";"0";"0";"11";"3";"1";"2";"2";"0";"0";"0";"2";"1";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"1";"0";"0";"2";"0";"0"
"13";"DENK";;;"14383";"110";"1925";"3887";"421";"220";"208";"555";"111";"1589";"42";"269";"93";"1009";"30";"43";"219";"399";"38";"64";"114";"368";"0";"21";"82";"193";"160";"160";"249";"519";"66";"479";"76";"128";"214";"92";"59";"171"
;;"1";"van Baarle, S.R.T.";"8684";"64";"1233";"1849";"311";"129";"102";"337";"71";"1057";"36";"203";"75";"683";"20";"35";"137";"270";"32";"37";"86";"205";"0";"14";"45";"142";"100";"118";"154";"330";"39";"278";"56";"80";"121";"57";"42";"136"
;;"2";"Ergin, D.A.";"924";"22";"111";"93";"28";"25";"18";"42";"3";"144";"2";"21";"8";"146";"0";"4";"17";"15";"1";"8";"2";"15";"0";"1";"3";"5";"7";"4";"8";"30";"0";"109";"2";"6";"5";"11";"2";"6"
;;"3";"El Abassi, I.";"677";"1";"67";"181";"16";"2";"5";"10";"1";"135";"1";"2";"2";"65";"2";"1";"11";"63";"1";"0";"2";"6";"0";"3";"5";"18";"3";"12";"3";"11";"6";"4";"8";"9";"9";"6";"1";"5"
;;"4";"Alrubey, A.";"300";"0";"31";"91";"1";"4";"2";"10";"1";"19";"2";"2";"1";"18";"1";"1";"7";"12";"1";"6";"2";"10";"0";"3";"1";"10";"4";"1";"4";"7";"6";"6";"3";"9";"10";"4";"5";"5"
;;"5";"Gün, E.";"161";"2";"34";"39";"7";"3";"1";"6";"1";"27";"0";"0";"0";"8";"1";"0";"2";"2";"1";"0";"1";"3";"0";"0";"1";"2";"1";"1";"1";"6";"0";"3";"0";"0";"5";"0";"2";"1"
;;"6";"Usta, Y.";"1937";"2";"182";"1082";"2";"31";"64";"113";"22";"103";"0";"7";"0";"14";"0";"0";"0";"1";"0";"1";"13";"83";"0";"0";"0";"3";"25";"2";"52";"29";"3";"30";"0";"9";"47";"2";"4";"11"
;;"7";"Rijssel, N.E.";"59";"0";"11";"13";"1";"0";"3";"2";"2";"1";"0";"1";"4";"4";"2";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"4";"1";"1";"0";"0";"0";"2"
;;"8";"Maroof, A.";"133";"0";"67";"30";"0";"0";"0";"5";"0";"2";"0";"0";"0";"4";"0";"1";"3";"0";"0";"1";"2";"1";"0";"0";"0";"0";"3";"0";"6";"1";"0";"0";"3";"0";"3";"0";"0";"1"
;;"9";"Mac Intosch, G.J.";"8";"0";"0";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"10";"Safranti, M.";"22";"0";"1";"3";"0";"3";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"2";"1";"2";"0";"0";"0";"1";"0";"0"
;;"11";"Bayrakci, Y.C.";"37";"0";"5";"2";"2";"2";"0";"4";"0";"9";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"12";"Ghazi, M.I.";"44";"0";"7";"11";"3";"0";"0";"0";"0";"2";"1";"11";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1"
;;"13";"Özçelik, S.";"102";"7";"15";"11";"2";"1";"5";"2";"0";"8";"0";"1";"1";"12";"0";"0";"2";"1";"0";"1";"0";"5";"0";"0";"0";"2";"0";"5";"0";"6";"3";"8";"0";"1";"2";"1";"0";"0"
;;"14";"Kaya, A.";"356";"1";"85";"27";"0";"10";"0";"2";"0";"31";"0";"10";"0";"14";"1";"0";"33";"3";"0";"9";"0";"7";"0";"0";"25";"2";"0";"3";"1";"74";"4";"8";"0";"0";"0";"6";"0";"0"
;;"15";"Konuksever-Tekin, A.";"46";"0";"13";"15";"2";"0";"0";"4";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"4";"1";"0";"0";"0";"0";"0";"1";"0";"0"
;;"16";"Fkihi, O.";"6";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
;;"17";"Çetinkaya, T.";"24";"0";"4";"1";"7";"0";"0";"1";"0";"1";"0";"0";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Şahin, E.";"18";"1";"3";"3";"1";"0";"0";"0";"0";"3";"0";"2";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Kahramanoğlu, C.";"9";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Kaplan, Ç.";"13";"3";"1";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0"
;;"21";"Manhoef, E.E.";"21";"1";"5";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0"
;;"22";"Tan, C.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"23";"Kondu, F.";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Şimşek, J.I.";"22";"0";"0";"0";"1";"0";"0";"4";"0";"2";"0";"0";"0";"2";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"3";"0";"1";"0"
;;"25";"Ileri, F.";"11";"0";"1";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0"
;;"26";"Buyatui, H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Burik, M.";"7";"1";"3";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Muradin, N.";"10";"0";"0";"4";"2";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Delener, I.";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"3";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Ağirbaş, A.";"8";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Özcan, R.";"10";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Tangali, M.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Othman, R.";"9";"0";"1";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Yildirim, A.";"49";"0";"4";"27";"2";"0";"0";"0";"0";"3";"0";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Akhatab, N.";"21";"0";"2";"7";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Ben Touhami, M.";"47";"0";"1";"16";"8";"2";"0";"0";"2";"7";"0";"0";"0";"1";"0";"0";"1";"7";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Bal, M.I.";"502";"2";"20";"335";"17";"0";"7";"9";"7";"9";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"17";"0";"0";"1";"3";"15";"0";"10";"2";"0";"21";"0";"12";"8";"0";"0";"3"
;;"39";"Pancar, Ş.";"4";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Akça, S.";"8";"0";"0";"1";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"11";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2";"0";"1";"0";"1";"0";"0"
;;"42";"Icar, N.";"12";"0";"1";"0";"4";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Khan, S.Y.";"9";"0";"2";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Sungur, M.";"17";"0";"1";"2";"0";"0";"0";"0";"0";"4";"0";"0";"0";"2";"0";"0";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"Koyuncu, S.";"5";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Achbar, F.";"24";"0";"5";"9";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0"
"14";"50PLUS";;;"3971";"62";"518";"333";"104";"67";"21";"176";"80";"283";"45";"94";"69";"135";"22";"29";"74";"111";"44";"48";"80";"134";"1";"31";"55";"76";"64";"56";"157";"111";"38";"124";"89";"183";"154";"106";"79";"118"
;;"1";"van Hooft, G.O.P.C.";"2602";"49";"322";"204";"71";"51";"19";"126";"53";"179";"38";"62";"36";"78";"17";"21";"50";"66";"33";"32";"51";"79";"1";"25";"41";"45";"36";"44";"110";"64";"28";"85";"65";"119";"93";"74";"56";"79"
;;"2";"van Rooij, M.G.J.H.";"142";"2";"21";"13";"7";"1";"0";"6";"2";"9";"0";"7";"2";"13";"0";"0";"3";"5";"0";"4";"3";"4";"0";"1";"2";"5";"0";"1";"0";"4";"2";"1";"4";"4";"8";"2";"0";"6"
;;"3";"Brouwers, J.F.X.M.";"47";"0";"4";"5";"1";"1";"0";"0";"1";"5";"0";"0";"0";"1";"1";"0";"1";"4";"0";"0";"1";"3";"0";"0";"0";"1";"0";"2";"6";"3";"0";"2";"1";"1";"1";"1";"0";"1"
;;"4";"Hoek, W.M.M.";"673";"8";"113";"59";"15";"10";"2";"26";"12";"44";"6";"14";"19";"28";"4";"4";"12";"19";"8";"9";"15";"24";"0";"4";"8";"18";"14";"2";"23";"24";"3";"21";"13";"16";"26";"18";"14";"18"
;;"5";"van Acquoij, R.H.";"18";"1";"2";"1";"0";"0";"0";"0";"0";"3";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0"
;;"6";"Hernández Martínez, A.";"147";"1";"26";"16";"3";"2";"0";"6";"1";"14";"1";"1";"3";"4";"0";"1";"2";"5";"2";"2";"4";"13";"0";"1";"1";"6";"3";"2";"3";"4";"3";"1";"2";"2";"3";"2";"3";"4"
;;"7";"Fonhof, G.J.";"26";"1";"4";"0";"0";"0";"0";"1";"0";"1";"0";"2";"0";"3";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"3";"0";"1";"0";"4";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"17";"0";"2";"2";"0";"0";"0";"1";"0";"1";"0";"0";"2";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"1"
;;"9";"van Orsouw, J.H.T.";"14";"0";"1";"2";"0";"0";"0";"0";"1";"4";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1"
;;"10";"Faassen, A.G.";"20";"0";"3";"2";"0";"0";"0";"0";"1";"3";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0"
;;"11";"Hessing, J.C.";"14";"0";"1";"1";"0";"0";"0";"1";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"2";"0";"0";"1";"0"
;;"12";"Jablonski, J.";"10";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0"
;;"13";"Bongers, J.W.M.";"20";"0";"2";"2";"0";"0";"0";"2";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"0";"2";"0";"0";"0";"1";"1";"2";"0";"0";"1"
;;"14";"Franse, A.H.";"95";"0";"3";"11";"0";"1";"0";"3";"2";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"1";"3";"0";"0";"0";"0";"6";"0";"8";"1";"0";"1";"0";"30";"16";"1";"1";"4"
;;"15";"van Loon, J.C.A.";"21";"0";"1";"2";"4";"0";"0";"0";"1";"6";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0"
;;"16";"de Kruif, F.N.J.";"15";"0";"4";"0";"1";"0";"0";"0";"1";"3";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"15";"0";"4";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"2";"0";"0"
;;"18";"Biever, R.M.";"5";"0";"0";"1";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"19";"Hamersma, K.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"20";"Hornis, M.P.";"14";"0";"2";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"1";"0"
;;"21";"van Aert, J.L.";"8";"0";"1";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
