"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Tilburg"
"Nummer";;"HSB17"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Baarle-Nassau";"Bergen op Zoom";"Breda";"Dongen";"Etten-Leur";"Geertruidenberg";"Gilze en Rijen";"Goirle";"Hilvarenbeek";"Loon op Zand";"Oisterwijk";"Oosterhout";"Rucphen";"Steenbergen";"Tilburg";"Waalwijk";"Woensdrecht";"Zundert";"Halderberge";"Roosendaal";"Moerdijk";"Drimmelen";"Alphen-Chaam";"Altena"
;;"17";"Kövi, J.J.H.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Wilson, L.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"19";"van Vugt, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Wanders, A.M.J.M.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1"
;;"21";"Lodders, I.A.G.";"17";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"8";"1";"1";"0";"0";"0";"2";"1";"1";"0"
;;"22";"Vos, L.L.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0"
;;"23";"Kauffmann, F.W.";"9";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"24";"de Rijke, W.M.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Hogendoorn, G.A.M.";"20";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"1";"0";"2";"1";"2";"0";"0";"0"
;;"26";"Gordijn, C.";"12";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"2";"0";"1";"0";"0";"2";"0";"1";"0";"1"
;;"27";"Bloemenkamp, J.H.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"28";"Waitz, J.W.A.";"3";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Veenvliet, A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"30";"Koetje, J.M.";"19";"0";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"6";"2";"0";"1";"0";"3";"0";"0";"0";"0"
;;"31";"Buijs, M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0"
;;"32";"Buijt, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Kersten, J.J.M.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"34";"de Groot, G.P.J.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Hieralal, K.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Blijlevens, R.P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Pastors, M.G.T.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2"
;;"38";"Fortuijn, S.A.F.";"17";"0";"0";"2";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"6";"0";"1";"0";"0";"0";"3";"0";"0";"1"
"12";"Staatkundig Gereformeerde Partij (SGP)";;;"5698";"2";"68";"98";"40";"22";"32";"14";"11";"8";"56";"18";"41";"10";"158";"118";"522";"13";"14";"18";"52";"101";"28";"3";"4251"
;;"1";"Stoffer, C.";"5114";"2";"60";"75";"30";"16";"26";"8";"6";"7";"52";"17";"29";"6";"146";"94";"474";"13";"12";"15";"40";"94";"24";"3";"3865"
;;"2";"van Dijk, D.J.H.";"135";"0";"1";"6";"1";"2";"0";"1";"0";"1";"3";"0";"5";"1";"0";"6";"9";"0";"0";"0";"2";"2";"0";"0";"95"
;;"3";"Flach, A.J.";"60";"0";"1";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"1";"1";"1";"6";"0";"0";"1";"1";"1";"0";"0";"38"
;;"4";"Middelkoop, P.N.";"68";"0";"1";"5";"3";"1";"0";"2";"1";"0";"0";"0";"0";"1";"4";"2";"2";"0";"0";"0";"2";"1";"1";"0";"42"
;;"5";"Vroegindeweij, W.J.";"17";"0";"0";"2";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"7"
;;"6";"van der Maas, A.J.";"14";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"7"
;;"7";"van der Wind, H.J.";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"6";"0";"1";"0";"0";"0";"0";"0";"10"
;;"8";"Both, D.D.";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3"
;;"9";"Kloosterman, J.";"6";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"2"
;;"10";"van Heijst, R.C.";"16";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"5"
;;"11";"van der Wulp, A.D.";"10";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"5"
;;"12";"Polinder, H.J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2"
;;"13";"Slingerland, M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"14";"van Duijn, W.J.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4"
;;"15";"Barth, L.G.I.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1"
;;"16";"Lukasse, J.";"7";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"3"
;;"17";"Tanis, J.P.";"14";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13"
;;"18";"Bosma, E.G.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2"
;;"19";"Schipaanboord, G.P.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"20";"Veldman, J.D.";"7";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1"
;;"21";"Hartog, J.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"22";"Koekoek, J.T.";"10";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"5"
;;"23";"de Knegt, L.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"van Leeuwen, G.R.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"2"
;;"25";"Bakker, T.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3"
;;"26";"Kok, W.H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"27";"van Westreenen, S.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Noordergraaf, P.T.";"113";"0";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"108"
;;"29";"Boersma, A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2"
;;"30";"Talen, L.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0"
;;"31";"van de Waerdt, C.J.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Bulten, H.G.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Versteeg, A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
;;"34";"Kisteman, L.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"van Bruchem, L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"36";"van den Dikkenberg, L.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Herweijer, H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"38";"van Laar, G.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Scheppink, A.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"40";"van Heteren, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van den Belt, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"van Iwaarden, D.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0"
;;"43";"van Tuijl, L.O.";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"7"
;;"44";"Proos, A.J.";"14";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"5"
"13";"DENK";;;"13476";"9";"1765";"2277";"309";"582";"69";"391";"99";"21";"82";"107";"913";"65";"56";"3929";"603";"44";"51";"246";"1531";"164";"53";"18";"92"
;;"1";"van Baarle, S.R.T.";"9068";"7";"1290";"1668";"196";"365";"53";"248";"55";"16";"56";"76";"685";"40";"38";"2287";"411";"35";"34";"165";"1105";"113";"33";"15";"77"
;;"2";"Ergin, D.A.";"734";"1";"111";"116";"20";"16";"4";"15";"5";"0";"5";"9";"47";"0";"3";"228";"61";"0";"0";"13";"64";"12";"4";"0";"0"
;;"3";"El Abassi, I.";"1038";"0";"138";"195";"5";"27";"5";"17";"7";"1";"3";"5";"74";"10";"2";"286";"30";"5";"13";"30";"173";"9";"2";"0";"1"
;;"4";"Alrubey, A.";"234";"0";"26";"38";"4";"23";"0";"3";"3";"0";"4";"2";"6";"4";"2";"72";"8";"1";"1";"0";"21";"9";"5";"0";"2"
;;"5";"Gün, E.";"106";"0";"20";"17";"7";"4";"0";"4";"1";"0";"0";"0";"6";"0";"0";"31";"5";"0";"0";"0";"8";"1";"0";"1";"1"
;;"6";"Usta, Y.";"80";"0";"10";"7";"0";"3";"0";"24";"0";"0";"0";"0";"4";"0";"0";"15";"8";"0";"0";"0";"8";"0";"0";"0";"1"
;;"7";"Rijssel, N.E.";"59";"0";"2";"12";"3";"2";"0";"4";"1";"3";"1";"0";"1";"1";"1";"12";"7";"2";"0";"2";"2";"0";"0";"0";"3"
;;"8";"Maroof, A.";"88";"0";"8";"14";"1";"1";"3";"3";"0";"0";"0";"3";"3";"0";"3";"27";"9";"0";"1";"3";"7";"0";"2";"0";"0"
;;"9";"Mac Intosch, G.J.";"6";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0"
;;"10";"Safranti, M.";"146";"0";"33";"51";"13";"2";"1";"1";"0";"0";"0";"0";"13";"0";"0";"10";"2";"0";"0";"3";"16";"1";"0";"0";"0"
;;"11";"Bayrakci, Y.C.";"648";"1";"10";"12";"22";"2";"0";"37";"19";"0";"7";"8";"9";"0";"0";"492";"17";"0";"0";"1";"8";"2";"0";"1";"0"
;;"12";"Ghazi, M.I.";"42";"0";"5";"8";"4";"0";"0";"0";"0";"0";"0";"1";"3";"0";"1";"13";"2";"0";"1";"1";"2";"0";"1";"0";"0"
;;"13";"Özçelik, S.";"75";"0";"10";"13";"0";"3";"0";"0";"1";"0";"0";"1";"5";"0";"0";"19";"3";"0";"0";"8";"8";"4";"0";"0";"0"
;;"14";"Kaya, A.";"46";"0";"7";"4";"0";"0";"0";"5";"0";"0";"1";"0";"4";"0";"0";"14";"0";"0";"0";"3";"8";"0";"0";"0";"0"
;;"15";"Konuksever-Tekin, A.";"18";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"7";"2";"0";"0";"0";"2";"0";"0";"0";"1"
;;"16";"Fkihi, O.";"17";"0";"4";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"4";"0";"0";"0";"0"
;;"17";"Çetinkaya, T.";"38";"0";"8";"1";"4";"0";"0";"11";"0";"0";"0";"0";"5";"0";"0";"5";"1";"0";"0";"0";"2";"1";"0";"0";"0"
;;"18";"Şahin, E.";"17";"0";"3";"4";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"0";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Kahramanoğlu, C.";"8";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"3";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"20";"Kaplan, Ç.";"19";"0";"4";"1";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"1";"0";"0";"0";"6";"0";"0";"0";"0"
;;"21";"Manhoef, E.E.";"14";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"9";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"22";"Tan, C.";"246";"0";"16";"29";"1";"124";"1";"3";"0";"0";"0";"0";"15";"3";"0";"3";"0";"0";"0";"8";"38";"5";"0";"0";"0"
;;"23";"Kondu, F.";"8";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"1";"0";"0";"1"
;;"24";"Şimşek, J.I.";"6";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0"
;;"25";"Ileri, F.";"18";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"7";"0";"0";"0";"1";"1";"0";"0";"0";"0"
;;"26";"Buyatui, H.";"14";"0";"2";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"1"
;;"27";"van Burik, M.";"5";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"28";"Muradin, N.";"6";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"29";"Delener, I.";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"4";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"4";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"31";"Ağirbaş, A.";"21";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"14";"1";"0";"0";"0";"1";"0";"0";"0";"0"
;;"32";"Özcan, R.";"378";"0";"0";"12";"25";"0";"0";"5";"7";"1";"3";"0";"10";"0";"0";"290";"16";"0";"0";"0";"2";"1";"5";"1";"0"
;;"33";"Tangali, M.J.";"6";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Othman, R.";"13";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"7";"0";"0";"0";"0";"1";"1";"0";"0";"0"
;;"35";"Yildirim, A.";"14";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"1";"3";"0";"0";"0";"0"
;;"36";"Akhatab, N.";"40";"0";"9";"10";"0";"3";"0";"0";"0";"0";"1";"0";"1";"0";"0";"5";"1";"0";"0";"0";"9";"1";"0";"0";"0"
;;"37";"Ben Touhami, M.";"40";"0";"14";"13";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"5";"1";"0";"0";"1";"4";"1";"0";"0";"0"
;;"38";"Bal, M.I.";"13";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"6";"3";"0";"0";"0";"0";"0";"0";"0";"1"
;;"39";"Pancar, Ş.";"5";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Akça, S.";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"20";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"2";"1";"0";"0";"2";"1";"0";"0";"0"
;;"42";"Icar, N.";"24";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"12";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"43";"Khan, S.Y.";"14";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"2";"2";"0";"0";"0";"0"
;;"44";"Sungur, M.";"12";"0";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"2";"0";"0";"0";"1"
;;"45";"Koyuncu, S.";"10";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"2";"0";"0";"0";"0"
;;"46";"Achbar, F.";"49";"0";"11";"7";"0";"0";"1";"0";"0";"0";"0";"1";"1";"4";"0";"13";"3";"0";"0";"2";"5";"0";"1";"0";"0"
"14";"50PLUS";;;"4371";"35";"252";"567";"126";"181";"109";"145";"106";"57";"113";"144";"189";"59";"89";"958";"207";"95";"88";"126";"253";"168";"102";"44";"158"
;;"1";"van Hooft, G.O.P.C.";"2734";"26";"149";"368";"89";"128";"79";"99";"62";"41";"83";"90";"129";"38";"56";"437";"144";"52";"72";"84";"163";"118";"73";"31";"123"
;;"2";"van Rooij, M.G.J.H.";"90";"0";"6";"17";"2";"3";"0";"1";"8";"1";"0";"1";"5";"1";"2";"18";"3";"0";"1";"2";"9";"3";"5";"0";"2"
;;"3";"Brouwers, J.F.X.M.";"80";"0";"2";"11";"3";"5";"1";"3";"1";"2";"3";"5";"4";"0";"3";"8";"8";"2";"1";"3";"5";"6";"1";"1";"2"
;;"4";"Hoek, W.M.M.";"417";"4";"23";"69";"12";"18";"18";"17";"13";"8";"6";"18";"25";"5";"14";"57";"21";"12";"3";"11";"25";"16";"6";"2";"14"
;;"5";"van Acquoij, R.H.";"33";"0";"2";"6";"0";"0";"2";"1";"0";"0";"0";"1";"3";"0";"0";"8";"2";"1";"0";"0";"2";"1";"2";"0";"2"
;;"6";"Hernández Martínez, A.";"229";"2";"8";"38";"5";"5";"4";"8";"3";"1";"8";"9";"14";"7";"3";"51";"14";"4";"2";"2";"14";"10";"7";"1";"9"
;;"7";"Fonhof, G.J.";"18";"0";"0";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"8";"van Tilborg, H.C.A.M.";"419";"3";"2";"28";"9";"6";"3";"11";"16";"2";"8";"7";"6";"2";"1";"280";"8";"2";"4";"1";"5";"3";"7";"4";"1"
;;"9";"van Orsouw, J.H.T.";"10";"0";"1";"3";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0"
;;"10";"Faassen, A.G.";"14";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"10";"1";"1";"0";"0";"0";"0";"0";"0";"1"
;;"11";"Hessing, J.C.";"11";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"0";"1";"1";"0";"0";"1";"0";"0";"1"
;;"12";"Jablonski, J.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Bongers, J.W.M.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0"
;;"14";"Franse, A.H.";"13";"0";"1";"4";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"1";"1"
;;"15";"van Loon, J.C.A.";"9";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"2";"0";"0";"0";"0"
;;"16";"de Kruif, F.N.J.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"4";"1";"0";"0";"0";"1";"0";"0";"0";"0"
;;"18";"Biever, R.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Hamersma, K.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"20";"Hornis, M.P.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"6";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"74";"0";"0";"2";"2";"2";"1";"0";"0";"1";"3";"10";"0";"0";"0";"46";"2";"0";"0";"0";"3";"0";"0";"2";"0"
;;"23";"Voets, J.J.M.";"156";"0";"53";"10";"0";"9";"1";"1";"0";"0";"0";"0";"0";"6";"10";"1";"0";"17";"2";"20";"20";"6";"0";"0";"0"
;;"24";"Hendriks, J.";"36";"0";"2";"4";"1";"2";"0";"1";"0";"0";"1";"1";"2";"0";"0";"13";"1";"1";"1";"0";"2";"2";"1";"0";"1"
"15";"BBB";;;"26429";"650";"1103";"2206";"746";"1025";"602";"886";"540";"926";"696";"1039";"1164";"782";"917";"2430";"1011";"666";"1512";"980";"1508";"1328";"1180";"768";"1764"
;;"1";"van der Plas, C.A.M.";"22173";"583";"929";"1769";"629";"885";"528";"752";"463";"796";"597";"883";"917";"686";"778";"2000";"847";"578";"1306";"844";"1246";"1036";"934";"666";"1521"
;;"2";"Keijzer, M.C.G.";"1933";"42";"97";"192";"47";"68";"28";"50";"45";"74";"52";"81";"87";"50";"58";"196";"81";"36";"115";"60";"138";"88";"54";"51";"143"
;;"3";"Tuinman, G.P.";"374";"5";"17";"52";"4";"9";"5";"5";"4";"4";"7";"16";"14";"11";"33";"41";"16";"13";"20";"12";"33";"22";"11";"8";"12"
;;"4";"Vermeer, H.";"68";"2";"2";"4";"1";"4";"0";"4";"2";"6";"0";"1";"2";"1";"3";"13";"2";"1";"3";"1";"1";"1";"5";"1";"8"
;;"5";"Helder, L.M.J.S.";"145";"1";"4";"15";"6";"8";"2";"8";"6";"4";"5";"7";"6";"3";"1";"26";"5";"2";"9";"2";"6";"4";"8";"4";"3"
;;"6";"Pierik, C.R.";"65";"2";"2";"6";"1";"1";"0";"7";"0";"2";"0";"3";"1";"2";"4";"3";"5";"1";"5";"0";"6";"7";"1";"2";"4"
;;"7";"van Zanten, C.R.";"63";"1";"1";"4";"2";"1";"1";"2";"0";"5";"1";"4";"4";"0";"1";"10";"6";"1";"3";"0";"5";"4";"2";"1";"4"
