"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Haarlem"
"Nummer";;"HSB10"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Aalsmeer";"Amstelveen";"Beverwijk";"Blaricum";"Bloemendaal";"Diemen";"Haarlem";"Haarlemmermeer";"Heemskerk";"Heemstede";"Hilversum";"Huizen";"Laren";"Ouder-Amstel";"Uithoorn";"Velsen";"Zandvoort";"Wijdemeren";"Gooise Meren"
;;"46";"Achbar, F.";"42";"0";"5";"0";"0";"1";"0";"14";"9";"0";"2";"3";"1";"0";"0";"2";"3";"0";"0";"2"
"14";"50PLUS";;;"3124";"115";"237";"193";"23";"30";"73";"447";"585";"203";"45";"261";"162";"17";"27";"122";"300";"50";"90";"144"
;;"1";"van Hooft, G.O.P.C.";"1770";"58";"139";"121";"11";"21";"38";"213";"347";"126";"22";"143";"83";"14";"17";"66";"173";"27";"63";"88"
;;"2";"van Rooij, M.G.J.H.";"131";"4";"19";"6";"2";"0";"5";"15";"20";"8";"1";"7";"15";"0";"2";"2";"13";"3";"2";"7"
;;"3";"Brouwers, J.F.X.M.";"44";"1";"0";"2";"0";"0";"0";"13";"9";"2";"0";"4";"2";"0";"0";"1";"3";"0";"2";"5"
;;"4";"Hoek, W.M.M.";"624";"31";"34";"37";"6";"2";"18";"96";"94";"35";"7";"70";"43";"2";"5";"28";"60";"10";"21";"25"
;;"5";"van Acquoij, R.H.";"13";"5";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0"
;;"6";"Hernández Martínez, A.";"132";"6";"9";"6";"3";"1";"3";"29";"19";"9";"1";"10";"4";"0";"2";"10";"11";"2";"1";"6"
;;"7";"Fonhof, G.J.";"12";"1";"1";"2";"0";"1";"0";"1";"3";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"7";"0";"0";"2";"0";"0";"0";"2";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"9";"van Orsouw, J.H.T.";"9";"0";"2";"1";"0";"0";"0";"1";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Faassen, A.G.";"194";"2";"4";"7";"1";"3";"0";"56";"61";"9";"12";"1";"2";"0";"0";"1";"26";"6";"0";"3"
;;"11";"Hessing, J.C.";"8";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"3"
;;"12";"Jablonski, J.";"12";"0";"1";"1";"0";"1";"1";"0";"3";"0";"0";"3";"0";"0";"0";"1";"1";"0";"0";"0"
;;"13";"Bongers, J.W.M.";"6";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1"
;;"14";"Franse, A.H.";"6";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0"
;;"15";"van Loon, J.C.A.";"27";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"9";"8";"1";"0";"2";"1";"0";"0";"2"
;;"16";"de Kruif, F.N.J.";"9";"3";"0";"1";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0"
;;"17";"van Es, J.W.";"61";"2";"22";"0";"0";"0";"8";"5";"7";"5";"0";"0";"1";"0";"0";"6";"4";"0";"0";"1"
;;"18";"Biever, R.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Hamersma, K.";"6";"0";"0";"1";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"20";"Hornis, M.P.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"21";"van Aert, J.L.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Vriens, M.F.L.";"4";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Voets, J.J.M.";"8";"0";"3";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"24";"Hendriks, J.";"37";"0";"2";"1";"0";"0";"0";"9";"8";"3";"0";"6";"1";"0";"0";"1";"3";"0";"0";"3"
"15";"BBB";;;"13936";"661";"811";"750";"164";"222";"240";"1495";"2790";"966";"246";"1025";"674";"134";"281";"585";"1177";"262";"731";"722"
;;"1";"van der Plas, C.A.M.";"10944";"527";"625";"559";"131";"181";"183";"1199";"2220";"745";"194";"797";"536";"103";"218";"455";"923";"216";"582";"550"
;;"2";"Keijzer, M.C.G.";"1833";"77";"119";"102";"26";"34";"28";"176";"376";"155";"40";"109";"88";"21";"43";"76";"163";"26";"75";"99"
;;"3";"Tuinman, G.P.";"190";"15";"14";"5";"1";"1";"4";"19";"36";"9";"4";"25";"11";"2";"7";"13";"8";"1";"9";"6"
;;"4";"Vermeer, H.";"40";"2";"1";"0";"0";"0";"3";"2";"10";"5";"1";"3";"1";"0";"1";"2";"4";"0";"4";"1"
;;"5";"Helder, L.M.J.S.";"73";"5";"4";"3";"1";"1";"2";"10";"15";"4";"0";"6";"7";"1";"1";"2";"6";"0";"2";"3"
;;"6";"Pierik, C.R.";"16";"1";"0";"1";"1";"0";"0";"2";"3";"1";"0";"0";"0";"0";"0";"3";"1";"0";"3";"0"
;;"7";"van Zanten, C.R.";"155";"10";"17";"5";"0";"0";"7";"24";"33";"5";"1";"7";"1";"0";"2";"11";"12";"3";"5";"12"
;;"8";"Rummenie, J.F.";"19";"1";"1";"1";"0";"0";"0";"3";"3";"0";"0";"2";"1";"0";"0";"0";"3";"1";"0";"3"
;;"9";"Pouw-Verweij, N.J.F.";"107";"5";"9";"6";"0";"2";"5";"7";"17";"4";"2";"10";"8";"3";"0";"7";"10";"6";"1";"5"
;;"10";"Rikkers-Oosterkamp, M.G.F.";"29";"1";"2";"3";"0";"0";"1";"1";"7";"2";"0";"5";"0";"0";"0";"0";"2";"0";"0";"5"
;;"11";"Wijen-Nass, M.J.M.H.";"9";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"2";"1";"0";"2"
;;"12";"Oostenbrink, M.";"3";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"Rekers, J.D.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"14";"Hendriks, A.J.";"18";"0";"0";"0";"1";"0";"0";"2";"7";"1";"1";"1";"0";"0";"0";"2";"0";"0";"0";"3"
;;"15";"Govaert, C.A.H.M.";"13";"0";"2";"0";"0";"0";"1";"5";"3";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
;;"16";"van Vliet, L.R.";"6";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0"
;;"17";"Hemmen, H.M.";"8";"0";"1";"1";"0";"0";"1";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"18";"van Vuuren, C.H.";"18";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"5";"3";"0";"0";"0";"0";"0";"1";"5"
;;"19";"van der Meer, S.";"17";"0";"1";"0";"0";"1";"0";"3";"3";"0";"0";"3";"0";"2";"0";"0";"1";"3";"0";"0"
;;"20";"Stoop, C.J.";"6";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0"
;;"21";"van Veen, A.";"10";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"2";"1";"0";"0";"0";"2";"0";"0";"2"
;;"22";"van Lissum, J.T.M.";"24";"2";"4";"1";"0";"0";"1";"2";"6";"1";"0";"0";"1";"0";"2";"2";"1";"1";"0";"0"
;;"23";"Stegink, T.W.";"6";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
;;"24";"Huiskamp, F.M.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Eppink, D.J.";"25";"0";"1";"0";"0";"0";"3";"4";"6";"0";"2";"1";"0";"0";"0";"3";"1";"1";"0";"3"
;;"26";"Hankers, H.F.";"4";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Berghout, N.C.G.";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Roubos, G.L.";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Evers, G.J.A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"31";"Poppe, W.P.";"6";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"0"
;;"32";"Swaag, J.H.";"4";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Waalkens, D.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
;;"34";"de Ridder, R.J.G.";"23";"5";"1";"0";"0";"0";"0";"4";"6";"0";"0";"0";"0";"0";"2";"2";"2";"0";"1";"0"
;;"35";"Jaspers, W.C.P.H.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Floors, G.W.C.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Luitwieler-Bosma, J.M.";"4";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Rood, I.";"119";"1";"0";"53";"0";"0";"0";"15";"2";"25";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0"
;;"39";"van Noort, M.";"4";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"40";"Cromwijk, J.";"12";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"1";"0";"0";"1";"0";"0";"2";"2"
;;"41";"van Wijk, J.W.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"42";"Bos-Zandstra, K.J.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1"
;;"43";"Egelmeers, P.C.J.M.";"3";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"44";"Baltus, A.W.M.";"11";"0";"0";"3";"0";"0";"0";"1";"3";"1";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0"
;;"45";"van der Wereld-Verkerk, P.C.";"16";"0";"1";"1";"0";"0";"0";"2";"10";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Schoone, L.";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0"
;;"47";"Spätgens, J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"Kramer, C.J.G.";"46";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"34";"6"
;;"50";"Kattenberg, G.D.";"85";"1";"1";"1";"1";"1";"0";"1";"5";"1";"0";"32";"10";"1";"1";"2";"7";"0";"9";"11"
"16";"BIJ1";;;"2332";"51";"305";"51";"9";"23";"262";"522";"365";"57";"28";"251";"47";"13";"74";"56";"89";"25";"26";"78"
;;"1";"Olf, E.M.";"897";"22";"119";"21";"5";"10";"128";"155";"162";"24";"9";"79";"18";"2";"32";"24";"36";"12";"12";"27"
;;"2";"Mc Cray, L.";"455";"8";"51";"9";"2";"4";"44";"138";"56";"10";"5";"55";"5";"3";"17";"6";"21";"6";"3";"12"
;;"3";"Salmi, L.";"186";"4";"17";"11";"0";"1";"14";"44";"30";"3";"4";"11";"7";"2";"7";"6";"8";"3";"2";"12"
;;"4";"Courtar, G.O.";"67";"3";"13";"0";"0";"1";"6";"18";"8";"2";"0";"4";"1";"1";"3";"1";"1";"2";"1";"2"
;;"5";"de Miranda, E.N.";"88";"4";"24";"0";"0";"0";"9";"16";"14";"1";"2";"9";"1";"0";"1";"3";"2";"0";"0";"2"
;;"6";"Berend, C.E.W.R.";"164";"3";"21";"2";"0";"3";"14";"41";"32";"6";"3";"20";"3";"1";"4";"1";"6";"0";"1";"3"
;;"7";"Luhrs, Y.";"94";"3";"19";"3";"0";"0";"17";"20";"14";"1";"0";"2";"1";"1";"1";"4";"4";"0";"0";"4"
;;"8";"Gal, Y.";"15";"0";"4";"0";"0";"1";"2";"0";"4";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0"
;;"9";"ten Caat, J.";"4";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"10";"Zandee, J.I.N.";"34";"1";"1";"0";"1";"0";"2";"10";"5";"0";"0";"5";"0";"0";"2";"4";"1";"0";"1";"1"
;;"11";"Bakker, D.L.";"31";"0";"3";"0";"0";"0";"7";"5";"4";"2";"0";"1";"0";"0";"3";"1";"3";"0";"0";"2"
;;"12";"Wienen, R.D.";"39";"1";"4";"1";"0";"0";"2";"7";"6";"0";"1";"9";"0";"0";"0";"2";"3";"1";"1";"1"
;;"13";"Bijleveld, D.";"65";"0";"4";"0";"0";"1";"2";"23";"11";"3";"1";"7";"3";"0";"1";"4";"1";"0";"1";"3"
;;"14";"Vrede, R.I.";"73";"1";"16";"3";"0";"0";"8";"25";"8";"0";"1";"3";"0";"0";"2";"0";"1";"1";"0";"4"
;;"15";"Timmer, R.S.Y.";"120";"1";"8";"1";"1";"2";"7";"20";"10";"5";"1";"43";"8";"3";"1";"0";"1";"0";"4";"4"
"17";"Piratenpartij - De Groenen";;;"553";"14";"50";"26";"8";"11";"17";"124";"77";"16";"9";"75";"11";"3";"5";"16";"41";"8";"12";"30"
;;"1";"van Treuren, M.A.";"273";"6";"23";"14";"3";"2";"6";"58";"32";"10";"7";"39";"7";"1";"3";"8";"26";"2";"9";"17"
;;"2";"Sadloe, S.";"99";"3";"13";"6";"1";"3";"2";"27";"14";"1";"0";"15";"2";"0";"0";"2";"6";"2";"0";"2"
;;"3";"van Zwoll, R.M.E.";"49";"1";"6";"0";"1";"0";"1";"10";"11";"1";"0";"5";"0";"1";"1";"1";"2";"2";"3";"3"
;;"4";"Pontier, M.A.";"14";"1";"0";"2";"1";"1";"0";"4";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0"
;;"5";"Brandsma, W.A.";"4";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"8";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"1"
;;"7";"Zimmerman, H.K.";"21";"0";"1";"2";"0";"2";"1";"4";"4";"0";"0";"3";"1";"0";"0";"0";"1";"0";"0";"2"
;;"8";"van Rijn, M.P.";"15";"0";"1";"0";"1";"0";"1";"2";"2";"0";"1";"2";"0";"0";"0";"1";"1";"1";"0";"2"
;;"9";"Berendsen, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"Yadegari, S.";"5";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"11";"Pot, A.A.M.";"7";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1"
;;"12";"Werner, D.R.";"5";"1";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"3";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Russchenberg, S.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Bresser, A.C.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Darvish-Zadeh, P.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"5";"0";"1";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"8";"1";"0";"0";"0";"0";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"21";"Plesa, B.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Bouma, E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Bethlehem, C.";"6";"1";"2";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Dekkers, S.A.P.";"4";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Nes, T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"Braun, P.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"28";"Doting, R.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"van Breemen, W.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Blaak, M.G.M.H.";"11";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"3";"0";"0";"1";"1";"2";"0";"0";"1"
"18";"BVNL / Groep Van Haga";;;"3166";"113";"214";"149";"54";"75";"82";"480";"556";"150";"79";"259";"156";"48";"43";"101";"237";"100";"97";"173"
;;"1";"van Haga, W.R.";"2461";"94";"153";"109";"42";"64";"68";"386";"446";"111";"67";"178";"120";"35";"32";"80";"194";"79";"76";"127"
;;"2";"Krol, H.C.M.";"78";"4";"1";"6";"0";"2";"1";"9";"18";"8";"0";"7";"3";"0";"2";"4";"6";"2";"1";"4"
;;"3";"van Keimpema, J.S.";"149";"3";"9";"9";"1";"0";"2";"19";"28";"11";"1";"17";"8";"4";"1";"6";"8";"6";"7";"9"
;;"4";"Dercksen, R.G.J.";"4";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"5";"Koopmans - van der Veen, W.J.";"24";"1";"1";"1";"0";"1";"1";"3";"4";"0";"1";"1";"4";"0";"0";"1";"2";"0";"3";"0"
;;"6";"van Aalst, R.R.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"7";"Emons, I.M.A.";"9";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"1";"3";"0";"0";"1"
;;"8";"Shahbazi Fishtali, S.";"34";"0";"3";"2";"2";"0";"1";"3";"2";"1";"1";"6";"1";"3";"0";"1";"2";"1";"1";"4"
;;"9";"de Kok, A.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"10";"van Tellingen, H.P.";"55";"4";"28";"0";"0";"0";"1";"5";"2";"1";"4";"5";"1";"0";"2";"2";"0";"0";"0";"0"
;;"11";"van der Velden, P.";"3";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Ramautarsing, Y.J.S.";"12";"0";"3";"0";"0";"0";"2";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1"
;;"13";"Bosscher, C.J.";"11";"0";"0";"1";"0";"1";"1";"3";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"14";"Wijnschenk, H.H.R.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"108";"3";"7";"5";"5";"4";"0";"16";"15";"6";"1";"9";"5";"3";"0";"1";"7";"6";"3";"12"
;;"16";"Schuiling, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"18";"Schilder, P.C.J.";"7";"0";"0";"0";"1";"0";"0";"3";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Vogelzang, S.J.";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Vulders, S.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
;;"22";"van der Wiele, D.";"4";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Brunke, R.L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"24";"Gorter-de Vos, M.";"3";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"van Dalen, E.H.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"26";"Wiersma, K.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"27";"van Kassel, P.";"3";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"28";"Wymenga-Kooistra, G.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Mensing, C.M.";"7";"0";"0";"0";"0";"1";"2";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Durlacher, F.";"38";"1";"0";"0";"2";"0";"0";"1";"3";"0";"0";"21";"4";"1";"0";"0";"1";"0";"2";"2"
;;"34";"Dienjes, C.S.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"35";"de Bekker, M.A.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Buuren, M.J.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"41";"Overeem, A.C.";"75";"0";"3";"10";"0";"2";"3";"12";"15";"5";"1";"1";"3";"0";"1";"3";"9";"4";"0";"3"
;;"42";"Thiessens, F.B.M.";"3";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Brouwer, A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Manders, T.T.A.J.";"15";"0";"1";"1";"0";"0";"0";"0";"2";"2";"1";"4";"0";"1";"1";"0";"0";"0";"2";"0"
;;"45";"Filippini, L.T.C.";"10";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"4";"1";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"7";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"3"
