"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Maastricht"
"Nummer";;"HSB19"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Landgraaf";"Beek";"Beesel";"Bergen (L)";"Brunssum";"Gennep";"Heerlen";"Kerkrade";"Maastricht";"Meerssen";"Mook en Middelaar";"Nederweert";"Roermond";"Simpelveld";"Stein";"Vaals";"Venlo";"Venray";"Voerendaal";"Weert";"Valkenburg aan de Geul";"Horst aan de Maas";"Leudal";"Maasgouw";"Roerdalen";"Echt-Susteren";"Gulpen-Wittem";"Sittard-Geleen";"Peel en Maas";"Eijsden-Margraten";"Beekdaelen"
;;"22";"Vos, L.L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"Kauffmann, F.W.";"23";"0";"0";"0";"0";"0";"0";"1";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"2";"0";"11";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0"
;;"24";"de Rijke, W.M.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Hogendoorn, G.A.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"26";"Gordijn, C.";"10";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0"
;;"27";"Bloemenkamp, J.H.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Waitz, J.W.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Veenvliet, A.";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Koetje, J.M.";"7";"0";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"31";"Buijs, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"Buijt, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"Kersten, J.J.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"de Groot, G.P.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"Hieralal, K.";"4";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"36";"Blijlevens, R.P.";"102";"9";"3";"0";"0";"8";"0";"13";"2";"6";"4";"0";"1";"3";"0";"4";"0";"0";"0";"3";"1";"4";"0";"2";"0";"0";"3";"2";"11";"0";"4";"19"
;;"37";"Pastors, M.G.T.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Fortuijn, S.A.F.";"11";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0"
"12";"Staatkundig Gereformeerde Partij (SGP)";;;"665";"23";"6";"11";"5";"24";"11";"72";"20";"47";"11";"4";"11";"17";"3";"19";"7";"76";"15";"4";"29";"20";"23";"36";"14";"8";"12";"6";"50";"30";"20";"31"
;;"1";"Stoffer, C.";"558";"19";"5";"11";"5";"22";"6";"59";"18";"44";"8";"1";"9";"14";"3";"17";"6";"61";"11";"4";"23";"18";"21";"30";"14";"8";"10";"4";"39";"26";"17";"25"
;;"2";"van Dijk, D.J.H.";"19";"2";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"0";"0";"0";"1";"0";"2";"1";"0";"0";"0";"1";"2";"0";"0";"1";"1";"3";"0";"0";"0"
;;"3";"Flach, A.J.";"8";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1"
;;"4";"Middelkoop, P.N.";"11";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"0";"1"
;;"5";"Vroegindeweij, W.J.";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"van der Maas, A.J.";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"7";"van der Wind, H.J.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"8";"Both, D.D.";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"9";"Kloosterman, J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"10";"van Heijst, R.C.";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"van der Wulp, A.D.";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"12";"Polinder, H.J.";"4";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"13";"Slingerland, M.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"14";"van Duijn, W.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"15";"Barth, L.G.I.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"16";"Lukasse, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Tanis, J.P.";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"18";"Bosma, E.G.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schipaanboord, G.P.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Veldman, J.D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Hartog, J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"22";"Koekoek, J.T.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"23";"de Knegt, L.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"24";"van Leeuwen, G.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"25";"Bakker, T.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"26";"Kok, W.H.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
;;"27";"van Westreenen, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"28";"Noordergraaf, P.T.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Boersma, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Talen, L.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"31";"van de Waerdt, C.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"32";"Bulten, H.G.";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3"
;;"33";"Versteeg, A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Kisteman, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"35";"van Bruchem, L.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"van den Dikkenberg, L.C.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Herweijer, H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"van Laar, G.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Scheppink, A.J.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Heteren, R.";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"van den Belt, B.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"42";"van Iwaarden, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"van Tuijl, L.O.";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Proos, A.J.";"4";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"13";"DENK";;;"8007";"119";"56";"110";"20";"106";"68";"813";"201";"915";"33";"21";"24";"1138";"8";"67";"35";"1949";"365";"22";"627";"25";"82";"37";"28";"50";"94";"24";"627";"233";"39";"71"
;;"1";"van Baarle, S.R.T.";"5150";"92";"48";"77";"18";"78";"37";"566";"152";"570";"26";"16";"19";"789";"7";"44";"31";"974";"263";"15";"382";"21";"59";"26";"20";"35";"68";"16";"469";"153";"28";"51"
;;"2";"Ergin, D.A.";"356";"4";"0";"6";"0";"4";"9";"23";"12";"45";"0";"0";"0";"76";"1";"0";"0";"49";"36";"0";"51";"0";"5";"0";"0";"1";"4";"1";"11";"12";"0";"6"
;;"3";"El Abassi, I.";"685";"9";"6";"14";"0";"10";"4";"98";"10";"83";"1";"2";"3";"143";"0";"5";"2";"94";"24";"0";"73";"0";"3";"2";"1";"4";"10";"1";"60";"21";"0";"2"
;;"4";"Alrubey, A.";"182";"2";"1";"0";"0";"4";"1";"18";"5";"31";"3";"2";"1";"17";"0";"3";"0";"27";"11";"0";"18";"0";"4";"3";"4";"0";"5";"1";"12";"2";"5";"2"
;;"5";"Gün, E.";"86";"1";"1";"3";"0";"1";"2";"10";"4";"13";"1";"0";"0";"13";"0";"0";"2";"10";"4";"0";"4";"0";"2";"1";"0";"0";"1";"1";"7";"5";"0";"0"
;;"6";"Usta, Y.";"48";"1";"0";"0";"0";"0";"3";"2";"1";"9";"0";"0";"0";"6";"0";"0";"0";"4";"4";"1";"7";"1";"0";"0";"0";"0";"1";"0";"2";"3";"3";"0"
;;"7";"Rijssel, N.E.";"26";"1";"0";"0";"1";"0";"0";"3";"0";"6";"0";"0";"0";"3";"0";"2";"0";"1";"1";"0";"2";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1"
;;"8";"Maroof, A.";"59";"2";"0";"0";"0";"0";"0";"13";"1";"4";"2";"0";"0";"4";"0";"0";"0";"19";"1";"0";"4";"0";"0";"0";"1";"1";"0";"1";"3";"0";"3";"0"
;;"9";"Mac Intosch, G.J.";"11";"0";"0";"0";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"2";"0";"0";"0"
;;"10";"Safranti, M.";"80";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"0";"2";"0";"0";"0";"2";"1";"4";"6";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0"
;;"11";"Bayrakci, Y.C.";"46";"1";"0";"0";"0";"0";"0";"3";"2";"7";"0";"0";"0";"5";"0";"0";"0";"7";"1";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"12";"Ghazi, M.I.";"54";"4";"0";"0";"0";"3";"5";"13";"1";"2";"0";"0";"0";"5";"0";"0";"0";"11";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"6";"0";"0";"1"
;;"13";"Özçelik, S.";"847";"1";"0";"5";"1";"1";"1";"15";"2";"7";"0";"0";"0";"29";"0";"0";"0";"694";"11";"0";"18";"1";"5";"1";"1";"6";"2";"2";"17";"23";"0";"4"
;;"14";"Kaya, A.";"23";"0";"0";"0";"0";"0";"2";"2";"0";"4";"0";"0";"0";"3";"0";"0";"0";"4";"0";"0";"5";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0"
;;"15";"Konuksever-Tekin, A.";"16";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"1";"0";"5";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0"
;;"16";"Fkihi, O.";"41";"0";"0";"1";"0";"2";"1";"3";"0";"3";"0";"0";"1";"9";"0";"0";"0";"3";"0";"0";"13";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"3"
;;"17";"Çetinkaya, T.";"10";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"18";"Şahin, E.";"9";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"19";"Kahramanoğlu, C.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Kaplan, Ç.";"7";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Manhoef, E.E.";"12";"0";"0";"0";"0";"0";"0";"2";"0";"3";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"0";"0"
;;"22";"Tan, C.";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"23";"Kondu, F.";"6";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"24";"Şimşek, J.I.";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"25";"Ileri, F.";"12";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"26";"Buyatui, H.";"8";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0"
;;"27";"van Burik, M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"28";"Muradin, N.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Delener, I.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Sodirijo, S.D.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1"
;;"31";"Ağirbaş, A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"32";"Özcan, R.";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
;;"33";"Tangali, M.J.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Othman, R.";"19";"0";"0";"0";"0";"1";"0";"3";"0";"6";"0";"0";"0";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0"
;;"35";"Yildirim, A.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"36";"Akhatab, N.";"30";"0";"0";"0";"0";"1";"0";"6";"0";"12";"0";"0";"0";"2";"0";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0"
;;"37";"Ben Touhami, M.";"45";"0";"0";"2";"0";"0";"0";"9";"2";"3";"0";"0";"0";"1";"0";"6";"0";"8";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"10";"1";"0";"0"
;;"38";"Bal, M.I.";"3";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Pancar, Ş.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"Akça, S.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"41";"Dokgöz, Ş.";"9";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
;;"42";"Icar, N.";"29";"0";"0";"0";"0";"0";"0";"0";"2";"23";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"43";"Khan, S.Y.";"9";"0";"0";"0";"0";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"44";"Sungur, M.";"7";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"45";"Koyuncu, S.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Achbar, F.";"38";"0";"0";"1";"0";"0";"0";"7";"5";"1";"0";"0";"0";"5";"0";"0";"0";"12";"1";"0";"3";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
"14";"50PLUS";;;"3670";"123";"49";"63";"45";"112";"48";"330";"169";"396";"61";"24";"42";"174";"27";"93";"17";"319";"131";"34";"168";"48";"134";"138";"81";"63";"114";"37";"299";"163";"75";"93"
;;"1";"van Hooft, G.O.P.C.";"2472";"90";"29";"42";"28";"84";"33";"225";"116";"274";"43";"20";"26";"113";"20";"57";"12";"221";"84";"25";"103";"27";"87";"86";"51";"38";"76";"31";"202";"116";"53";"60"
;;"2";"van Rooij, M.G.J.H.";"98";"3";"3";"0";"1";"3";"0";"12";"4";"12";"0";"1";"0";"4";"1";"4";"1";"9";"4";"0";"5";"3";"6";"1";"2";"2";"2";"1";"8";"1";"1";"4"
;;"3";"Brouwers, J.F.X.M.";"85";"0";"2";"2";"1";"2";"0";"5";"4";"12";"0";"0";"2";"3";"0";"1";"1";"3";"3";"2";"9";"0";"5";"5";"3";"2";"2";"0";"6";"8";"2";"0"
;;"4";"Hoek, W.M.M.";"413";"7";"6";"9";"9";"12";"7";"37";"18";"41";"9";"0";"6";"28";"2";"11";"2";"28";"17";"3";"19";"6";"16";"17";"12";"7";"14";"2";"28";"18";"10";"12"
;;"5";"van Acquoij, R.H.";"138";"5";"2";"3";"1";"2";"1";"11";"10";"12";"4";"0";"4";"5";"0";"2";"0";"11";"5";"1";"15";"0";"1";"7";"4";"4";"3";"2";"11";"5";"2";"5"
;;"6";"Hernández Martínez, A.";"144";"7";"1";"3";"1";"2";"2";"17";"4";"13";"0";"1";"3";"10";"3";"5";"0";"12";"7";"2";"1";"2";"4";"5";"3";"5";"7";"0";"14";"4";"2";"4"
;;"7";"Fonhof, G.J.";"10";"0";"0";"0";"0";"1";"0";"3";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0"
;;"8";"van Tilborg, H.C.A.M.";"20";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"4";"1";"0";"6";"0";"0";"2";"1";"0";"0";"0";"1";"1";"0";"0"
;;"9";"van Orsouw, J.H.T.";"11";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0"
;;"10";"Faassen, A.G.";"12";"1";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0"
