"Verkiezing";;"Tweede Kamer der Staten-Generaal 2023"
"Datum";;"2023-11-22"
"Gebied";;"Kieskring Dordrecht"
"Nummer";;"HSB14"

"Lijstnummer";"Aanduiding";"Volgnummer";"Naam kandidaat";"Totaal";"Alblasserdam";"Barendrecht";"Delft";"Dordrecht";"Gorinchem";"Hardinxveld-Giessendam";"Hendrik-Ido-Ambacht";"Maassluis";"Papendrecht";"Ridderkerk";"Rijswijk";"Schiedam";"Sliedrecht";"Albrandswaard";"Vlaardingen";"Zwijndrecht";"Westland";"Midden-Delfland";"Goeree-Overflakkee";"Nissewaard";"Hoeksche Waard";"Molenlanden";"Voorne aan Zee"
;;"26";"Hankers, H.F.";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2"
;;"27";"Berghout, N.C.G.";"16";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2";"0";"0";"0";"1";"0";"0";"1";"1";"4";"1";"3"
;;"28";"Roubos, G.L.";"9";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"3";"0";"0"
;;"29";"Evers, G.J.A.";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0"
;;"30";"Sijbolts, M.A.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"31";"Poppe, W.P.";"7";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"2";"0"
;;"32";"Swaag, J.H.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"33";"Waalkens, D.E.";"13";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"9";"0";"1";"0";"0";"1"
;;"34";"de Ridder, R.J.G.";"20";"0";"1";"2";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"2";"2";"3";"1";"2";"0";"1";"3";"0"
;;"35";"Jaspers, W.C.P.H.";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Floors, G.W.C.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1"
;;"37";"Luitwieler-Bosma, J.M.";"10";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"1";"0";"1";"0"
;;"38";"Rood, I.";"9";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0"
;;"39";"van Noort, M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1"
;;"40";"Cromwijk, J.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0"
;;"41";"van Wijk, J.W.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"42";"Bos-Zandstra, K.J.";"7";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"2";"1"
;;"43";"Egelmeers, P.C.J.M.";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0"
;;"44";"Baltus, A.W.M.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"45";"van der Wereld-Verkerk, P.C.";"9";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1"
;;"46";"Schoone, L.";"40";"0";"0";"4";"2";"1";"0";"0";"3";"0";"0";"1";"8";"0";"0";"3";"0";"8";"1";"2";"1";"1";"2";"3"
;;"47";"Spätgens, J.M.";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"48";"Zeedzen, D.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"49";"de Haan, A.W.";"26";"0";"0";"1";"3";"1";"0";"0";"1";"0";"2";"1";"2";"0";"0";"1";"0";"5";"1";"1";"0";"3";"2";"2"
;;"50";"Kruijthoff, D.L.";"139";"1";"5";"2";"3";"0";"0";"3";"1";"2";"7";"0";"0";"0";"2";"2";"2";"9";"2";"19";"7";"63";"2";"7"
"16";"BIJ1";;;"2276";"21";"111";"375";"267";"63";"5";"35";"53";"51";"79";"107";"270";"18";"64";"164";"66";"81";"15";"38";"214";"70";"22";"87"
;;"1";"Olf, E.M.";"913";"11";"59";"157";"85";"28";"0";"13";"20";"24";"39";"32";"110";"5";"33";"64";"29";"21";"5";"14";"100";"19";"5";"40"
;;"2";"Mc Cray, L.";"545";"3";"15";"83";"83";"6";"2";"10";"15";"9";"14";"16";"77";"8";"8";"44";"17";"31";"3";"11";"46";"22";"8";"14"
;;"3";"Salmi, L.";"173";"1";"8";"28";"18";"6";"0";"1";"6";"3";"4";"24";"12";"1";"5";"13";"7";"10";"2";"0";"14";"5";"0";"5"
;;"4";"Courtar, G.O.";"55";"0";"3";"9";"6";"3";"0";"0";"1";"1";"0";"3";"12";"2";"1";"3";"1";"2";"0";"1";"4";"2";"1";"0"
;;"5";"de Miranda, E.N.";"55";"1";"2";"4";"3";"1";"1";"2";"2";"2";"2";"4";"5";"1";"3";"3";"0";"2";"1";"1";"9";"2";"0";"4"
;;"6";"Berend, C.E.W.R.";"155";"2";"2";"27";"24";"5";"0";"2";"5";"2";"7";"6";"18";"0";"6";"6";"3";"5";"0";"3";"11";"7";"3";"11"
;;"7";"Luhrs, Y.";"25";"0";"2";"5";"4";"0";"0";"0";"1";"0";"1";"1";"2";"0";"1";"1";"0";"2";"1";"0";"0";"1";"2";"1"
;;"8";"Gal, Y.";"22";"0";"0";"14";"0";"0";"0";"1";"0";"1";"0";"0";"3";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0"
;;"9";"ten Caat, J.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0"
;;"10";"Zandee, J.I.N.";"22";"0";"1";"4";"1";"2";"0";"0";"0";"2";"0";"1";"2";"0";"1";"0";"1";"1";"2";"2";"0";"2";"0";"0"
;;"11";"Bakker, D.L.";"6";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0"
;;"12";"Wienen, R.D.";"66";"1";"1";"12";"8";"4";"0";"0";"1";"1";"5";"6";"9";"1";"2";"2";"0";"2";"0";"0";"4";"3";"2";"2"
;;"13";"Bijleveld, D.";"88";"2";"2";"13";"10";"4";"0";"1";"1";"4";"2";"5";"6";"0";"1";"4";"3";"4";"1";"1";"12";"6";"1";"5"
;;"14";"Vrede, R.I.";"94";"0";"11";"9";"16";"4";"0";"2";"1";"1";"5";"4";"9";"0";"1";"13";"3";"0";"0";"0";"10";"1";"0";"4"
;;"15";"Timmer, R.S.Y.";"52";"0";"5";"9";"8";"0";"2";"3";"0";"1";"0";"5";"3";"0";"2";"7";"1";"1";"0";"1";"3";"0";"0";"1"
"17";"Piratenpartij - De Groenen";;;"545";"5";"16";"83";"61";"13";"5";"7";"14";"14";"14";"24";"40";"16";"4";"29";"15";"31";"7";"20";"27";"46";"18";"36"
;;"1";"van Treuren, M.A.";"261";"3";"7";"44";"26";"7";"2";"5";"9";"9";"6";"12";"21";"9";"3";"6";"12";"12";"5";"12";"11";"15";"11";"14"
;;"2";"Sadloe, S.";"87";"0";"2";"11";"14";"3";"3";"0";"2";"3";"1";"1";"1";"2";"0";"13";"0";"8";"0";"1";"2";"10";"2";"8"
;;"3";"van Zwoll, R.M.E.";"23";"0";"0";"4";"5";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"5";"1";"4"
;;"4";"Pontier, M.A.";"13";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"4";"0";"0"
;;"5";"Brandsma, W.A.";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"6";"ter Haar, O.H.";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2"
;;"7";"Zimmerman, H.K.";"15";"0";"0";"3";"2";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"1";"3";"0";"1"
;;"8";"van Rijn, M.P.";"9";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"9";"Berendsen, P.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"10";"Yadegari, S.";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"11";"Pot, A.A.M.";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1";"0";"1";"1";"3";"0";"0"
;;"12";"Werner, D.R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"13";"van Deijk, D.D.";"5";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0"
;;"14";"Russchenberg, S.";"6";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"15";"Hallegraeff, D.S.";"13";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1";"0"
;;"16";"Bresser, A.C.";"4";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"Abendroth, A.M.";"7";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0"
;;"18";"Darvish-Zadeh, P.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"19";"Schrama, D.D.";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"20";"Werner-Wafelman, L.S.";"5";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
;;"21";"Plesa, B.";"5";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0"
;;"22";"Bouma, E.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1"
;;"23";"Bethlehem, C.";"30";"0";"2";"1";"1";"1";"0";"1";"0";"0";"1";"0";"6";"1";"0";"1";"0";"3";"0";"2";"4";"2";"1";"3"
;;"24";"Dekkers, S.A.P.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
;;"25";"van Nes, T.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
;;"26";"Linnenbank, A.C.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0"
;;"27";"Braun, P.W.";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"28";"Doting, R.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Teders, N.B.";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1"
;;"30";"Bakkers, T.F.M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"31";"van Gelderen, J.J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"32";"baron van Till, J.W.J.";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
;;"33";"van Breemen, W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"34";"Blaak, M.G.M.H.";"15";"1";"0";"2";"2";"0";"0";"0";"0";"1";"0";"2";"2";"0";"0";"1";"0";"1";"0";"2";"0";"0";"0";"1"
"18";"BVNL / Groep Van Haga";;;"3567";"66";"149";"181";"268";"76";"60";"96";"108";"106";"123";"143";"134";"69";"91";"144";"86";"400";"71";"186";"265";"300";"110";"335"
;;"1";"van Haga, W.R.";"2652";"53";"116";"124";"201";"61";"51";"69";"72";"81";"86";"107";"100";"52";"65";"103";"61";"305";"56";"143";"202";"225";"81";"238"
;;"2";"Krol, H.C.M.";"95";"5";"3";"5";"10";"1";"0";"3";"2";"1";"2";"2";"2";"4";"4";"6";"3";"9";"0";"6";"9";"7";"1";"10"
;;"3";"van Keimpema, J.S.";"217";"4";"6";"16";"12";"5";"3";"10";"8";"8";"6";"8";"7";"4";"9";"9";"6";"19";"6";"15";"9";"19";"14";"14"
;;"4";"Dercksen, R.G.J.";"9";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"1";"0"
;;"5";"Koopmans - van der Veen, W.J.";"48";"0";"3";"2";"4";"0";"1";"0";"4";"3";"0";"1";"2";"3";"1";"0";"1";"5";"2";"2";"2";"3";"4";"5"
;;"6";"van Aalst, R.R.";"7";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1"
;;"7";"Emons, I.M.A.";"17";"0";"0";"0";"3";"1";"0";"2";"0";"0";"4";"1";"2";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1"
;;"8";"Shahbazi Fishtali, S.";"43";"0";"1";"7";"6";"0";"0";"1";"4";"1";"4";"4";"1";"0";"1";"1";"0";"5";"1";"1";"1";"0";"1";"3"
;;"9";"de Kok, A.";"11";"0";"0";"0";"0";"1";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"1";"0"
;;"10";"van Tellingen, H.P.";"14";"0";"0";"1";"3";"0";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"1";"1";"0";"1";"1"
;;"11";"van der Velden, P.";"50";"2";"5";"2";"2";"0";"0";"3";"0";"0";"2";"0";"2";"0";"2";"4";"3";"2";"0";"0";"8";"3";"1";"9"
;;"12";"Ramautarsing, Y.J.S.";"16";"0";"3";"2";"2";"0";"0";"0";"2";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1"
;;"13";"Bosscher, C.J.";"20";"1";"2";"0";"1";"0";"0";"1";"0";"1";"2";"0";"1";"0";"0";"1";"2";"4";"1";"0";"0";"1";"0";"2"
;;"14";"Wijnschenk, H.H.R.";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
;;"15";"Hulleman, S.P.X.";"153";"0";"4";"7";"10";"4";"2";"6";"2";"6";"5";"10";"4";"2";"3";"6";"3";"21";"1";"4";"14";"24";"2";"13"
;;"16";"Schuiling, A.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"17";"van der Veen, T.A.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1"
;;"18";"Schilder, P.C.J.";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"1"
;;"19";"Vogelzang, S.J.";"5";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0"
;;"20";"Pestman, R.J.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
;;"21";"Vulders, S.";"8";"0";"1";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0"
;;"22";"van der Wiele, D.";"7";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
;;"23";"Brunke, R.L.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"24";"Gorter-de Vos, M.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
;;"25";"van Dalen, E.H.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
;;"26";"Wiersma, K.J.";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"27";"van Kassel, P.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0"
;;"28";"Wymenga-Kooistra, G.";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"29";"Jonk, S.J.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"30";"Zuidema, C.";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"31";"van der Meeren, C.J.R.F.";"3";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"32";"Mensing, C.M.";"19";"0";"0";"5";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"2";"0";"6";"1";"0";"0";"1";"0";"1"
;;"33";"Durlacher, F.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"34";"Dienjes, C.S.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
;;"35";"de Bekker, M.A.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"36";"Laarhoven, E.L.O.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"37";"Eradus, R.F.E.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"38";"Westhoff, R.J.H.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"39";"Beverloo, M.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"40";"van Buuren, M.J.";"34";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"6";"0";"0";"19"
;;"41";"Overeem, A.C.";"56";"0";"2";"2";"5";"2";"0";"0";"4";"1";"0";"2";"4";"2";"1";"5";"2";"8";"1";"1";"4";"4";"2";"4"
;;"42";"Thiessens, F.B.M.";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
;;"43";"Brouwer, A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
;;"44";"Manders, T.T.A.J.";"8";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0"
;;"45";"Filippini, L.T.C.";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"46";"Verweij, D.W.";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
;;"47";"Elens, R.B.";"17";"1";"0";"2";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"2";"0";"2";"1";"1";"1";"0";"1";"3"
;;"48";"Rolloos, M.A.";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0"
;;"49";"Talsma, J.";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
;;"50";"Smolders, H.A.J.";"7";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"19";"Nieuw Sociaal Contract";;;"87979";"1430";"3745";"5511";"7629";"2606";"1379";"2339";"2543";"2699";"3321";"3232";"3788";"1738";"1908";"4517";"3386";"8089";"1604";"4128";"5920";"7459";"3181";"5827"
;;"1";"Omtzigt, P.H.";"80476";"1347";"3386";"4857";"6944";"2385";"1300";"2149";"2325";"2496";"3078";"2894";"3444";"1598";"1697";"4153";"3127";"7425";"1443";"3875";"5399";"6893";"2963";"5298"
;;"2";"van Vroonhoven-Kok, J.N.";"3187";"27";"155";"213";"290";"95";"36";"84";"99";"107";"112";"127";"126";"60";"90";"161";"105";"313";"72";"107";"233";"246";"107";"222"
;;"3";"Uitermark, J.J.M.";"652";"10";"45";"50";"60";"23";"5";"19";"18";"23";"15";"27";"43";"11";"10";"29";"22";"56";"17";"21";"42";"52";"21";"33"
;;"4";"Veldkamp, C.C.J.";"159";"1";"8";"18";"16";"6";"4";"4";"5";"2";"3";"7";"4";"5";"7";"6";"5";"17";"1";"3";"9";"15";"5";"8"
;;"5";"Palmen-Schlangen, S.T.P.H.";"465";"9";"24";"44";"56";"11";"5";"8";"19";"10";"11";"32";"15";"9";"10";"26";"14";"54";"11";"16";"21";"30";"16";"14"
;;"6";"van Hijum, Y.J.";"54";"0";"0";"3";"6";"0";"0";"5";"1";"2";"2";"4";"1";"0";"1";"3";"1";"3";"5";"5";"4";"2";"0";"6"
;;"7";"Soepboer, A.J.";"218";"4";"5";"27";"26";"11";"3";"7";"10";"6";"7";"3";"8";"9";"0";"11";"6";"19";"3";"10";"16";"12";"4";"11"
;;"8";"Joseph, A.S.";"100";"2";"2";"12";"10";"4";"1";"1";"3";"1";"5";"3";"8";"6";"3";"3";"4";"5";"0";"3";"5";"6";"8";"5"
;;"9";"Six Dijkstra, J.P.S.";"110";"1";"1";"21";"15";"8";"2";"6";"2";"1";"5";"9";"4";"3";"0";"2";"2";"6";"1";"1";"4";"5";"8";"3"
;;"10";"Welzijn, R.M.";"660";"5";"51";"41";"47";"8";"11";"15";"24";"12";"22";"10";"61";"10";"46";"50";"29";"20";"11";"15";"69";"61";"7";"35"
;;"11";"Postma, W.L.";"125";"0";"2";"22";"5";"0";"0";"0";"1";"2";"3";"22";"1";"1";"1";"5";"4";"38";"2";"2";"2";"6";"2";"4"
;;"12";"Zeedijk-Raeven, F.A.";"82";"2";"4";"18";"3";"5";"0";"3";"2";"4";"5";"1";"2";"0";"2";"1";"4";"6";"0";"2";"4";"5";"3";"6"
;;"13";"Idsinga, F.L.";"18";"0";"1";"6";"1";"1";"0";"0";"0";"1";"3";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1"
;;"14";"Jansen, D.E.M.C.";"65";"0";"1";"12";"6";"1";"1";"2";"1";"3";"2";"3";"1";"1";"0";"1";"6";"1";"3";"3";"1";"9";"2";"5"
;;"15";"van Oostenbruggen, T.";"21";"0";"0";"1";"2";"1";"0";"1";"0";"2";"2";"2";"0";"0";"0";"1";"3";"0";"0";"1";"2";"0";"1";"2"
;;"16";"Kahraman, I.";"55";"1";"1";"5";"6";"5";"0";"2";"1";"6";"0";"4";"4";"2";"2";"3";"0";"5";"1";"1";"2";"4";"0";"0"
;;"17";"Hertzberger, R.Y.";"481";"6";"27";"52";"75";"12";"5";"14";"6";"10";"15";"16";"31";"3";"23";"17";"24";"18";"11";"10";"32";"45";"5";"24"
;;"18";"Bruyning, F.H.";"91";"2";"8";"5";"6";"3";"0";"2";"6";"2";"4";"2";"3";"2";"1";"3";"4";"9";"1";"5";"6";"9";"3";"5"
;;"19";"van Dijk, O.C.";"23";"0";"0";"7";"1";"1";"0";"0";"1";"0";"2";"1";"3";"0";"1";"0";"0";"5";"0";"0";"1";"0";"0";"0"
;;"20";"Holman, H.";"11";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"0";"2";"1";"1"
;;"21";"Boomsma, D.T.";"43";"1";"0";"11";"1";"4";"1";"0";"1";"0";"1";"3";"1";"0";"2";"0";"0";"3";"1";"4";"0";"2";"4";"3"
;;"22";"Heite, A.";"61";"1";"2";"12";"6";"2";"1";"1";"6";"2";"1";"1";"1";"3";"0";"2";"2";"6";"4";"0";"2";"1";"2";"3"
